tasksRows,trialsRows,eachBlock,task,phase,Exemplars,r_correct,task.thisRepN,task.thisTrialN,task.thisN,task.thisIndex,phase.thisRepN,phase.thisTrialN,phase.thisN,phase.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,infCons.started,informed_consent.started,resp_consent.started,infCons.stopped,resp_consent.keys,resp_consent.rt,resp_consent.duration,instructions.started,text_instructions.started,resp_instructions.started,instructions.stopped,resp_instructions.keys,resp_instructions.rt,resp_instructions.duration,nextTask.started,next_task_ready.started,ready_task.started,nextTask.stopped,ready_task.keys,ready_task.rt,ready_task.duration,fixation.started,ITI,text_fixation.started,text_fixation.stopped,fixation.stopped,stim.started,stimulus.started,response_northern_text.started,response_southern_text.started,response.started,stim.stopped,response.keys,response.corr,response.rt,response.duration,feedback.started,feedback_text.started,correct_tone.started,incorrect_tone.started,correct_tone.stopped,incorrect_tone.stopped,feedback.stopped,feedback_text.stopped,end.started,text_end.started,resp_end.started,end.stopped,resp_end.keys,resp_end.rt,resp_end.duration,participant,session,Age?,Gender?,Nationality?,date,expName,psychopyVersion,frameRate,expStart,
 0:2, 0:16,6,total,1,images/Ex2.jpg,left,0,1,1,0,0,0,0,0,5,12,92,9,969.2979898999911,,,,,,,,,,,,,,,,,,,,,,,969.2829336000141,1.0,969.2979898999911,970.3476664000191,970.2829663001467,970.2830398001242,970.3476664000191,970.3476664000191,970.3476664000191,0.049548699986189604,971.0518875000998,left,1,0.7119754001032561,None,971.0529237999581,971.0746319999453,971.0660070500337,971.0660070500337,971.3270131000318,971.3270131000318,972.0652890000492,,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 0:2, 0:16,6,total,1,images/Ex4.jpg,left,0,1,1,0,0,0,0,0,5,13,93,3,972.0812564000953,,,,,,,,,,,,,,,,,,,,,,,972.0664719000924,1.0,972.0812564000953,973.1257817000151,973.066172900144,973.0663455999456,973.1257817000151,973.1257817000151,973.1257817000151,0.04624979989603162,974.0361526999623,left,1,0.9195787000935525,None,974.0374304000288,974.0592026000377,974.0663137001452,974.0663137001452,974.3361188000999,974.3361188000999,975.0480480999686,,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 0:2, 0:16,6,total,1,images/Ex7.jpg,right,0,1,1,0,0,0,0,0,5,14,94,6,975.0642643000465,,,,,,,,,,,,,,,,,,,,,,,975.0491717001423,0.6,975.0642643000465,975.7159206001088,975.6495980001055,975.6496705000754,975.7159206001088,975.7159206001088,975.7159206001088,0.05211700010113418,976.701436500065,right,1,0.9889328998979181,None,976.7022496000864,976.7189683001488,976.7160457501188,976.7160457501188,976.9854848000687,976.9854848000687,977.7151312001515,,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 0:2, 0:16,6,total,1,images/Ex7.jpg,right,0,1,1,0,0,0,0,0,5,15,95,14,977.73079219996,,,,,,,,,,,,,,,,,,,,,,,977.7163502001204,0.8,977.73079219996,978.5826814000029,978.5163744001184,978.5164481999818,978.5826814000029,978.5826814000029,978.5826814000029,0.052206399850547314,979.4691832999233,right,1,0.8869731999002397,None,979.4699983999599,979.4935731999576,979.4828484501224,979.4828484501224,979.731019699946,979.731019699946,980.4811406000517,,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 0:2, 16:32,6,total,2,images/Ex2.jpg,right,0,1,1,0,0,1,1,1,0,0,0,1,980.5149338999763,,,,,,,,,,,,,,,,,,,,,,,980.505435399944,1.1,980.5149338999763,981.6771180999931,981.615933699999,981.6160083001014,981.6771180999931,981.6771180999931,981.6771180999931,0.0462056000251323,982.6843185999896,left,0,1.0168443999718875,None,982.6856426000595,982.701827300014,982.6987949500792,982.6987949500792,982.9884210999589,982.9884210999589,983.6974619999528,,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 0:2, 16:32,6,total,2,images/Ex6.jpg,left,0,1,1,0,0,1,1,1,0,1,1,13,983.713908799924,,,,,,,,,,,,,,,,,,,,,,,983.6986030000262,1.2,983.713908799924,984.9507979000919,984.8987424001098,984.8988161999732,984.9507979000919,984.9507979000919,984.9507979000919,0.03701359988190234,985.6345470000524,right,0,0.6956003999803215,None,985.6353478000965,985.6470071999356,985.6489087499679,985.6489087499679,985.9117441000417,985.9117441000417,986.6321445000358,986.647245900007,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 0:2, 16:32,6,total,2,images/Ex4.jpg,right,0,1,1,0,0,1,1,1,0,2,2,11,986.647245900007,,,,,,,,,,,,,,,,,,,,,,,986.6332573001273,1.4,986.647245900007,988.0960178000387,988.0320609000046,988.0321347001009,988.0960178000387,988.0960178000387,988.0960178000387,0.049441699869930744,988.967282100115,left,0,0.8687140999827534,None,988.9681047000922,988.9799858999904,988.9817633501254,988.9817633501254,989.2196883000433,989.2196883000433,989.9650789999869,989.9799832000863,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 0:2, 16:32,6,total,2,images/Ex7.jpg,left,0,1,1,0,0,1,1,1,0,3,3,6,989.9799832000863,,,,,,,,,,,,,,,,,,,,,,,989.9661878999323,1.0,989.9799832000863,991.0192023999989,990.9665983000305,990.9666532000992,991.0192023999989,991.0192023999989,991.0192023999989,0.03723259991966188,993.3012878000736,right,0,2.2926232998725027,None,993.3023039000109,993.3130010999739,993.3151982499287,993.3151982499287,993.5600670001004,993.5600670001004,994.2976756999269,994.3130423000548,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 0:2, 16:32,6,total,2,images/Ex8.jpg,left,0,1,1,0,0,1,1,1,0,4,4,7,994.3130423000548,,,,,,,,,,,,,,,,,,,,,,,994.2984812001232,0.8,994.3130423000548,995.143355499953,995.0978497001342,995.0979033000767,995.143355499953,995.143355499953,995.143355499953,0.027884199982509017,996.5342868999578,right,0,1.4023863999173045,None,996.5353019000031,996.5484021999873,996.5482590499334,996.5482590499334,996.8331699999981,996.8331699999981,997.5466953001451,,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 0:2, 16:32,6,total,2,images/Ex5.jpg,left,0,1,1,0,0,1,1,1,0,5,5,12,997.5633612999227,,,,,,,,,,,,,,,,,,,,,,,997.5479057999328,1.3,997.5633612999227,998.9135164001491,998.8482411999721,998.8483160999604,998.9135164001491,998.9135164001491,998.9135164001491,0.05028259987011552,1000.0834536999464,left,1,1.1763379001058638,None,1000.0843136999756,1000.1029306999408,1000.0981091501192,1000.0981091501192,1000.3276140999515,1000.3276140999515,1001.0963999000378,,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 0:2, 16:32,6,total,2,images/Ex6.jpg,left,0,1,1,0,0,1,1,1,0,6,6,5,1001.1129054001067,,,,,,,,,,,,,,,,,,,,,,,1001.0972788999788,0.5,1001.1129054001067,1001.639805899933,1001.5976665001363,1001.5977189999539,1001.639805899933,1001.639805899933,1001.639805899933,0.02664049994200468,1002.4846849001478,left,1,0.8578978001605719,None,1002.4857713999227,1002.5077078000177,1002.498056449974,1002.498056449974,1002.725704099983,1002.725704099983,1003.4963778001256,,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 0:2, 16:32,6,total,2,images/Ex3.jpg,right,0,1,1,0,0,1,1,1,0,7,7,10,1003.5127648001071,,,,,,,,,,,,,,,,,,,,,,,1003.4972661000211,0.5,1003.5127648001071,1004.0407992999535,1003.9974965001456,1003.9975479000714,1004.0407992999535,1004.0407992999535,1004.0407992999535,0.02702259994111955,1006.1161658000201,left,0,2.0819886999670416,None,1006.1169835000765,1006.1338688000105,1006.1308754501399,1006.1308754501399,1006.4053209000267,1006.4053209000267,1007.1295004999265,,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 0:2, 16:32,6,total,2,images/Ex5.jpg,left,0,1,1,0,0,1,1,1,0,8,8,4,1007.1458026000764,,,,,,,,,,,,,,,,,,,,,,,1007.1309104000684,0.9,1007.1458026000764,1008.0710136999842,1008.0304821999744,1008.030530200107,1008.0710136999842,1008.0710136999842,1008.0710136999842,0.025471200002357364,1008.8999167000875,left,1,0.8403725998941809,None,1008.9009649001528,1008.9197412999347,1008.9145075500012,1008.9145075500012,1009.1472982999403,1009.1472982999403,1009.9122957999352,,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 0:2, 16:32,6,total,2,images/Ex1.jpg,right,0,1,1,0,0,1,1,1,0,9,9,8,1009.9287376999855,,,,,,,,,,,,,,,,,,,,,,,1009.9128948000725,1.2,1009.9287376999855,1011.1622643000446,1011.1143517999444,1011.11440890003,1011.1622643000446,1011.1622643000446,1011.1622643000446,0.03159720008261502,1012.4328147999477,right,1,1.2750486000441015,None,1012.4336504000239,1012.4511258001439,1012.4474629499484,1012.4474629499484,,,1013.4461946999654,,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 0:2, 16:32,6,total,2,images/Ex3.jpg,right,0,1,1,0,0,1,1,1,0,10,10,2,1013.4628876999486,,,,,,,,,,,,,,,,,,,,,,,1013.4470506999642,0.7,1013.4628876999486,1014.1932218000293,1014.1471887000371,1014.1472426000983,1014.1932218000293,1014.1932218000293,1014.1932218000293,0.02725120005197823,1016.3166062999517,right,1,2.131113599985838,None,1016.3176265000366,1016.3406020000111,1016.330661149975,1016.330661149975,1016.571506400127,1016.571506400127,1017.3289042999968,,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 0:2, 16:32,6,total,2,images/Ex4.jpg,right,0,1,1,0,0,1,1,1,0,11,11,3,1017.345233200118,,,,,,,,,,,,,,,,,,,,,,,1017.3297379999422,0.6,1017.345233200118,1017.9786904000212,1017.930202000076,1017.9302555001341,1017.9786904000212,1017.9786904000212,1017.9786904000212,0.03299340000376105,1018.8330548000522,right,1,0.8587656000163406,None,1018.8341815001331,1018.85794180003,1018.8634176001419,1018.8634176001419,,,1019.8457367999945,,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 0:2, 16:32,6,total,2,images/Ex8.jpg,left,0,1,1,0,0,1,1,1,0,12,12,15,1019.8618694001343,,,,,,,,,,,,,,,,,,,,,,,1019.8469120999798,0.7,1019.8618694001343,1020.6030346001498,1020.5486995999236,1020.5487744000275,1020.6030346001498,1020.6030346001498,1020.6030346001498,0.0370775000192225,1021.3489000000991,left,1,0.7510925999376923,None,1021.3496827001218,1021.3686861000024,1021.3634408500977,1021.3634408500977,,,1022.3623029000591,,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 0:2, 16:32,6,total,2,images/Ex7.jpg,left,0,1,1,0,0,1,1,1,0,13,13,14,1022.3786345000844,,,,,,,,,,,,,,,,,,,,,,,1022.3631409001537,0.9,1022.3786345000844,1023.3151982000563,1023.2634507999755,1023.2635027000215,1023.3151982000563,1023.3151982000563,1023.3151982000563,0.03467800002545118,1024.1670431999955,left,1,0.8569505999330431,None,1024.1681151001249,1024.189471800113,1024.1800509500783,1024.1800509500783,1024.4095751999412,1024.4095751999412,1025.1787285001483,,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 0:2, 16:32,6,total,2,images/Ex2.jpg,right,0,1,1,0,0,1,1,1,0,14,14,9,1025.194930100115,,,,,,,,,,,,,,,,,,,,,,,1025.1798754001502,0.6,1025.194930100115,1025.8397797001526,1025.7802385000978,1025.780313000083,1025.8397797001526,1025.8397797001526,1025.8397797001526,0.04561419994570315,1027.5988749000244,right,1,1.7646397000644356,None,1027.5996845001355,1027.618335200008,1027.6131934500766,1027.6131934500766,,,1028.6118930000812,,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 0:2, 16:32,6,total,2,images/Ex1.jpg,right,0,1,1,0,0,1,1,1,0,15,15,0,1028.6281155000906,,,,,,,,,,,,,,,,,,,,,,,1028.612761999946,0.6,1028.6281155000906,1029.2567440001294,1029.2124638999812,1029.2125167001504,1029.2567440001294,1029.2567440001294,1029.2567440001294,0.02864679996855557,1030.467325600097,left,0,1.2186696999706328,None,1030.4684081000742,1030.4869395999704,1030.4814258500003,1030.4814258500003,1030.729165200144,1030.729165200144,1031.4782958999276,,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 0:2, 16:32,6,total,2,images/Ex7.jpg,left,0,1,1,0,0,1,1,1,1,0,16,6,1031.4945082000922,,,,,,,,,,,,,,,,,,,,,,,1031.4795149001293,1.4,1031.4945082000922,1032.9457750001457,1032.8795730001293,1032.879648000002,1032.9457750001457,1032.9457750001457,1032.9457750001457,0.052331400103867054,1034.665445700055,left,1,1.722311899997294,None,1034.6662677000277,1034.6853253999725,1034.6797915499658,1034.6797915499658,,,1035.6781121001113,,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 0:2, 16:32,6,total,2,images/Ex8.jpg,left,0,1,1,0,0,1,1,1,1,1,17,7,1035.694314100081,,,,,,,,,,,,,,,,,,,,,,,1035.6789452999365,0.7,1035.694314100081,1036.4198729000054,1036.3788153999485,1036.3788680001162,1036.4198729000054,1036.4198729000054,1036.4198729000054,0.025655200006440282,1037.9488940001465,right,0,1.5340996000450104,None,1037.9499969000462,1037.971785099944,1037.9629148501438,1037.9629148501438,,,1038.9611724999268,,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 0:2, 16:32,6,total,2,images/Ex8.jpg,left,0,1,1,0,0,1,1,1,1,2,18,15,1038.9776256000623,,,,,,,,,,,,,,,,,,,,,,,1038.9620247001294,0.5,1038.9776256000623,1039.5014875000343,1039.4622140000574,1039.4622965001035,1039.5014875000343,1039.5014875000343,1039.5014875000343,0.024364800192415714,1040.06527250004,left,1,0.5754249999299645,None,1040.0663002000656,1040.0886293000076,1040.0792225499638,1040.0792225499638,1040.338376800064,1040.338376800064,1041.077927700011,,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 0:2, 16:32,6,total,2,images/Ex4.jpg,right,0,1,1,0,0,1,1,1,1,3,19,11,1041.0942309999373,,,,,,,,,,,,,,,,,,,,,,,1041.079105900135,0.9,1041.0942309999373,1042.0400978999678,1041.9794894000515,1041.9795620001387,1042.0400978999678,1042.0400978999678,1042.0400978999678,0.04636849998496473,1042.881476999959,right,1,0.8384481000248343,None,1042.8825376001187,1042.9062364001293,1042.9121470000596,1042.9121470000596,1043.1511687999591,1043.1511687999591,1043.8942674000282,,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 0:2, 16:32,6,total,2,images/Ex3.jpg,right,0,1,1,0,0,1,1,1,1,4,20,10,1043.910415200051,,,,,,,,,,,,,,,,,,,,,,,1043.8950863000937,0.8,1043.910415200051,1044.7361143999733,1044.6960247999523,1044.6960730999708,1044.7361143999733,1044.7361143999733,1044.7361143999733,0.02495009987615049,1045.6814640001394,right,1,0.955749399960041,None,1045.6826218001079,1045.7042897001375,1045.6956951499917,1045.6956951499917,1045.989687900059,1045.989687900059,1046.6937613000628,,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 0:2, 16:32,6,total,2,images/Ex4.jpg,right,0,1,1,0,0,1,1,1,1,5,21,3,1046.7101615001447,,,,,,,,,,,,,,,,,,,,,,,1046.6943896999583,1.3,1046.7101615001447,1048.0439081001095,1047.9950097999536,1047.9950622001197,1048.0439081001095,1048.0439081001095,1048.0439081001095,0.03146460000425577,1048.864871100057,right,1,0.8281639001797885,None,1048.8658938999288,1048.8887068000622,1048.878776249988,1048.878776249988,,,1049.8776392000727,,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 0:2, 16:32,6,total,2,images/Ex7.jpg,left,0,1,1,0,0,1,1,1,1,6,22,14,1049.8941439001355,,,,,,,,,,,,,,,,,,,,,,,1049.87872779998,0.5,1049.8941439001355,1050.4427867000923,1050.3816972000059,1050.3817634000443,1050.4427867000923,1050.4427867000923,1050.4427867000923,0.046676200116053224,1051.2476818999276,left,1,0.8129135998897254,None,1051.2484818999656,1051.266775800148,1051.2621461500414,1051.2621461500414,1051.4840301000513,1051.4840301000513,1052.2605818000156,,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 0:2, 16:32,6,total,2,images/Ex5.jpg,left,0,1,1,0,0,1,1,1,1,7,23,12,1052.2766495000105,,,,,,,,,,,,,,,,,,,,,,,1052.261458300054,1.1,1052.2766495000105,1053.4110705000348,1053.3612999001052,1053.361352399923,1053.4110705000348,1053.4110705000348,1053.4110705000348,0.034609599970281124,1054.231317800004,left,1,0.8311526000034064,None,1054.2323521000799,1054.2543419001158,1054.2454398500734,1054.2454398500734,1054.485383799998,1054.485383799998,1055.243747800123,,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 0:2, 16:32,6,total,2,images/Ex1.jpg,right,0,1,1,0,0,1,1,1,1,8,24,0,1055.2601539001334,,,,,,,,,,,,,,,,,,,,,,,1055.2445944999345,0.7,1055.2601539001334,1055.990370000014,1055.9447457999922,1055.9448184999637,1055.990370000014,1055.990370000014,1055.990370000014,0.030637199990451336,1057.4488534999546,right,1,1.4708557999692857,None,1057.4499421000946,1057.4755176000763,1057.4784816001543,1057.4784816001543,,,1058.4604172001127,,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 0:2, 16:32,6,total,2,images/Ex2.jpg,right,0,1,1,0,0,1,1,1,1,9,25,9,1058.4769991999492,,,,,,,,,,,,,,,,,,,,,,,1058.4612819999456,1.0,1058.4769991999492,1059.5085551000666,1059.4609228000045,1059.4609751999378,1059.5085551000666,1059.5085551000666,1059.5085551000666,0.03254489996470511,1060.5315450001508,right,1,1.035575299989432,None,1060.5326360999607,1060.554204700049,1060.5449250499253,1060.5449250499253,,,1061.5433706000913,,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 0:2, 16:32,6,total,2,images/Ex2.jpg,right,0,1,1,0,0,1,1,1,1,10,26,1,1061.5599663001485,,,,,,,,,,,,,,,,,,,,,,,1061.5441978001036,0.9,1061.5599663001485,1062.4933887000661,1062.4446831999812,1062.4447371999267,1062.4933887000661,1062.4933887000661,1062.4933887000661,0.033173399977386,1063.1174155001063,right,1,0.6364961999934167,None,1063.118432899937,1063.140090700006,1063.1455772000832,1063.1455772000832,1063.4088345000055,1063.4088345000055,1064.129706100095,,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 0:2, 16:32,6,total,2,images/Ex1.jpg,right,0,1,1,0,0,1,1,1,1,11,27,8,1064.1428817000706,,,,,,,,,,,,,,,,,,,,,,,1064.1310795000754,0.9,1064.1428817000706,1065.086747399997,1065.027927899966,1065.0279959000181,1065.086747399997,1065.086747399997,1065.086747399997,0.039697700180113316,1065.9638164001517,right,1,0.8860355000942945,None,1065.9648309000768,1065.9858703000937,1065.9780854499434,1065.9780854499434,1066.224710199982,1066.224710199982,1066.9765274999663,,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 0:2, 16:32,6,total,2,images/Ex3.jpg,right,0,1,1,0,0,1,1,1,1,12,28,2,1066.992650900036,,,,,,,,,,,,,,,,,,,,,,,1066.977607900044,1.1,1066.992650900036,1068.1239539000671,1068.0774628999643,1068.077515900135,1068.1239539000671,1068.1239539000671,1068.1239539000671,0.02887649997137487,1068.8640274000354,left,0,0.7498206000309438,None,1068.865156200016,1068.8833031000104,1068.877922050003,1068.877922050003,,,1069.8775039999746,,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 0:2, 16:32,6,total,2,images/Ex6.jpg,left,0,1,1,0,0,1,1,1,1,13,29,5,1069.8928125000093,,,,,,,,,,,,,,,,,,,,,,,1069.878422100097,0.8,1069.8928125000093,1070.71889499994,1070.676999400137,1070.6770733001176,1070.71889499994,1070.71889499994,1070.71889499994,0.026796799851581454,1071.6633192999288,left,1,0.949914300115779,None,1071.6643406001385,1071.6867303999607,1071.6774361499586,1071.6774361499586,1071.9094052000437,1071.9094052000437,1072.676192099927,,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 0:2, 16:32,6,total,2,images/Ex6.jpg,left,0,1,1,0,0,1,1,1,1,14,30,13,1072.692535399925,,,,,,,,,,,,,,,,,,,,,,,1072.6773675000295,0.6,1072.692535399925,1073.3338838999625,1073.2779622999951,1073.2780371999834,1073.3338838999625,1073.3338838999625,1073.3338838999625,0.037834799848496914,1074.013502100017,left,1,0.6926938998512924,None,1074.014347899938,1074.0323958999943,1074.0274772500154,1074.0274772500154,,,1075.0260697000194,,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 0:2, 16:32,6,total,2,images/Ex5.jpg,left,0,1,1,0,0,1,1,1,1,15,31,4,1075.0431306001265,,,,,,,,,,,,,,,,,,,,,,,1075.0268836999312,0.8,1075.0431306001265,1075.8942033001222,1075.8437582000624,1075.8438103999943,1075.8942033001222,1075.8942033001222,1075.8942033001222,0.03517559985630214,1076.6305480999872,left,1,0.7487709999550134,None,1076.6315890001133,1076.6530716000125,1076.6440013500862,1076.6440013500862,1076.9141657000873,1076.9141657000873,1077.6432549001183,,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 0:2, 16:32,6,total,2,images/Ex1.jpg,right,0,1,1,0,0,1,1,1,2,0,32,8,1077.659277100116,,,,,,,,,,,,,,,,,,,,,,,1077.6444862000644,1.5,1077.659277100116,1079.2047697999515,1079.1437419999857,1079.143813899951,1079.2047697999515,1079.2047697999515,1079.2047697999515,0.04358389996923506,1079.962212299928,right,1,0.7641080000903457,None,1079.9630233999342,1079.9807269000448,1079.976867049979,1079.976867049979,1080.2188959000632,1080.2188959000632,1080.976012500003,,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 0:2, 16:32,6,total,2,images/Ex8.jpg,left,0,1,1,0,0,1,1,1,2,1,33,15,1080.9921506999526,,,,,,,,,,,,,,,,,,,,,,,1080.977151100058,1.2,1080.9921506999526,1082.234355600085,1082.177555900067,1082.1776290000416,1082.234355600085,1082.234355600085,1082.234355600085,0.03959699999541044,1082.9493237999268,left,1,0.7240317999385297,None,1082.9507367000915,1082.9764435000252,1082.9788873999846,1082.9788873999846,1083.229701800039,1083.229701800039,1083.9617989999242,,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 0:2, 16:32,6,total,2,images/Ex1.jpg,right,0,1,1,0,0,1,1,1,2,2,34,0,1083.9754854999483,,,,,,,,,,,,,,,,,,,,,,,1083.9631775999442,0.6,1083.9754854999483,1084.6184469000436,1084.5604843001347,1084.5605591000058,1084.6184469000436,1084.6184469000436,1084.6184469000436,0.04053339990787208,1086.3965241000988,right,1,1.7836062998976558,None,1086.3973364999983,1086.416506699985,1086.41052625007,1086.41052625007,1086.654551200103,1086.654551200103,1087.4088367000222,,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 0:2, 16:32,6,total,2,images/Ex6.jpg,left,0,1,1,0,0,1,1,1,2,3,35,13,1087.425100499997,,,,,,,,,,,,,,,,,,,,,,,1087.4099914999679,1.2,1087.425100499997,1088.6652822000906,1088.6130510999355,1088.6131234001368,1088.6652822000906,1088.6652822000906,1088.6652822000906,0.036666500149294734,1089.4340471001342,left,1,0.7751704999245703,None,1089.4355850000866,1089.4629124000203,1089.463010300044,1089.463010300044,,,1090.4425252000801,,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 0:2, 16:32,6,total,2,images/Ex4.jpg,right,0,1,1,0,0,1,1,1,2,4,36,3,1090.4587801999878,,,,,,,,,,,,,,,,,,,,,,,1090.4436707000714,1.3,1090.4587801999878,1091.8040903999936,1091.7436294001527,1091.7437036000192,1091.8040903999936,1091.8040903999936,1091.8040903999936,0.045911400113254786,1093.5376013000496,right,1,1.74486259999685,None,1093.5393894000445,1093.5609164999332,1093.5656260001474,1093.5656260001474,,,1094.5423560999334,,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
