tasksRows,trialsRows,eachBlock,task,phase,Exemplars,r_correct,task.thisRepN,task.thisTrialN,task.thisN,task.thisIndex,phase.thisRepN,phase.thisTrialN,phase.thisN,phase.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,infCons.started,informed_consent.started,resp_consent.started,infCons.stopped,resp_consent.keys,resp_consent.rt,resp_consent.duration,instructions.started,text_instructions.started,resp_instructions.started,instructions.stopped,resp_instructions.keys,resp_instructions.rt,resp_instructions.duration,nextTask.started,next_task_ready.started,ready_task.started,nextTask.stopped,ready_task.keys,ready_task.rt,ready_task.duration,fixation.started,ITI,text_fixation.started,text_fixation.stopped,fixation.stopped,stim.started,stimulus.started,response_northern_text.started,response_southern_text.started,response.started,stim.stopped,response.keys,response.corr,response.rt,response.duration,feedback.started,feedback_text.started,correct_tone.started,incorrect_tone.started,feedback.stopped,correct_tone.stopped,incorrect_tone.stopped,feedback_text.stopped,end.started,text_end.started,resp_end.started,end.stopped,resp_end.keys,resp_end.rt,resp_end.duration,participant,session,Age?,Gender?,Nationality?,date,expName,psychopyVersion,frameRate,expStart,
 0:2, 16:32,6,total,2,images/Ex3.jpg,right,0,1,1,0,0,1,1,1,0,10,10,2,1237.149816500023,,,,,,,,,,,,,,,,,,,,,,,1237.1340808998793,0.8,1237.149816500023,1237.955486400053,1237.933242399944,1237.9332594000734,1237.955486400053,1237.955486400053,1237.955486400053,0.011808800045400858,1239.2861631000414,right,1,1.3304550000466406,None,1239.2866040000226,1239.2994734998792,1239.3018546398962,1239.3018546398962,1240.2833149998914,1239.5465704998933,1239.5465704998933,1240.2993286000565,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 0:2, 16:32,6,total,2,images/Ex4.jpg,right,0,1,1,0,0,1,1,1,0,11,11,3,1240.2993286000565,,,,,,,,,,,,,,,,,,,,,,,1240.2836515998933,1.2,1240.2993286000565,1241.5077833000105,1241.4834121000022,1241.4834320999216,1241.5077833000105,1241.5077833000105,1241.5077833000105,0.01446039997972548,1243.0362774999812,left,0,1.5372762999031693,None,1243.0367272999138,1243.0492743998766,1243.051620239974,1243.051620239974,1244.0330570000224,1243.2825760999694,1243.2825760999694,1244.0491436999291,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 0:2, 16:32,6,total,2,images/Ex3.jpg,right,0,1,1,0,0,1,1,1,0,12,12,10,1244.0491436999291,,,,,,,,,,,,,,,,,,,,,,,1244.0334095999133,1.4,1244.0491436999291,1245.4545543999411,1245.4332220000215,1245.433241700055,1245.4545543999411,1245.4545543999411,1245.4545543999411,0.011232899967581034,1246.5532620998565,right,1,1.093095000134781,None,1246.5539003000595,1246.5678252999205,1246.568702439894,1246.568702439894,1247.565811800072,1246.7844555999618,1246.7844555999618,,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 0:2, 16:32,6,total,2,images/Ex8.jpg,left,0,1,1,0,0,1,1,1,0,13,13,15,1247.5822473000735,,,,,,,,,,,,,,,,,,,,,,,1247.5661644998472,0.9,1247.5822473000735,1248.4860399998724,1248.4661665998865,1248.4661860000342,1248.4860399998724,1248.4860399998724,1248.4860399998724,0.010588400065898895,1250.3024601000361,left,1,1.8215189999900758,None,1250.3029447000008,1250.315525499871,1250.3180187399266,1250.3180187399266,1251.2993868999183,1250.5412546000443,1250.5412546000443,1251.3154152999632,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 0:2, 16:32,6,total,2,images/Ex7.jpg,left,0,1,1,0,0,1,1,1,0,14,14,14,1251.3154152999632,,,,,,,,,,,,,,,,,,,,,,,1251.2997240999248,1.0,1251.3154152999632,1252.3251441998873,1252.2995009999722,1252.2995207000058,1252.3251441998873,1252.3251441998873,1252.3251441998873,0.01571809989400208,1254.335450799903,left,1,2.006319399923086,None,1254.3359064999968,1254.348722799914,1254.35104444006,1254.35104444006,1255.3324545999058,,,1255.348567500012,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 0:2, 16:32,6,total,2,images/Ex5.jpg,left,0,1,1,0,0,1,1,1,0,15,15,12,1255.348567500012,,,,,,,,,,,,,,,,,,,,,,,1255.3328338998836,0.9,1255.348567500012,1256.2555692999158,1256.2323890000116,1256.2324081000406,1256.2555692999158,1256.2555692999158,1256.2555692999158,0.013445500051602721,1257.5687076998875,left,1,1.31991449999623,None,1257.5691347999964,1257.5822304000612,1257.5844354400178,1257.5844354400178,1258.565631599864,,,1258.5817209999077,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 0:2, 16:32,6,total,2,images/Ex6.jpg,left,0,1,1,0,0,1,1,1,1,0,16,5,1258.5817209999077,,,,,,,,,,,,,,,,,,,,,,,1258.5659910000395,1.1,1258.5817209999077,1259.685422200011,1259.665465899976,1259.6654860000126,1259.685422200011,1259.685422200011,1259.685422200011,0.010641600005328655,1260.9686207000632,left,1,1.2873338998761028,None,1260.9690632000566,1260.9819016000256,1260.984161540051,1260.984161540051,1261.965537799988,1261.2068502998445,1261.2068502998445,1261.9815334999003,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 0:2, 16:32,6,total,2,images/Ex8.jpg,left,0,1,1,0,0,1,1,1,1,1,17,15,1261.9815334999003,,,,,,,,,,,,,,,,,,,,,,,1261.9658818000462,0.6,1261.9815334999003,1262.584709299961,1262.5653331000358,1262.5653514000587,1262.584709299961,1262.584709299961,1262.584709299961,0.010144799947738647,1264.3182218000293,left,1,1.731973399873823,None,1264.3187297999393,1264.3343157998752,1264.3339043400483,1264.3339043400483,1265.331785199931,1264.5501415999606,1264.5501415999606,,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 0:2, 16:32,6,total,2,images/Ex3.jpg,right,0,1,1,0,0,1,1,1,1,2,18,2,1265.348216699902,,,,,,,,,,,,,,,,,,,,,,,1265.3321400000714,0.9,1265.348216699902,1266.2533791000023,1266.2318364998791,1266.2318557000253,1266.2533791000023,1266.2533791000023,1266.2533791000023,0.011660300195217133,1267.218162999954,right,1,0.9664299001451582,None,1267.2185988998972,1267.2313993999269,1267.2337791399332,1267.2337791399332,1268.2152002998628,1267.4658317998983,1267.4658317998983,1268.2312781999353,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 0:2, 16:32,6,total,2,images/Ex7.jpg,left,0,1,1,0,0,1,1,1,1,3,19,6,1268.2312781999353,,,,,,,,,,,,,,,,,,,,,,,1268.215560700046,1.1,1268.2312781999353,1269.3418349998537,1269.315232399851,1269.3152516998816,1269.3418349998537,1269.3418349998537,1269.3418349998537,0.016682899789884686,1270.734665099997,left,1,1.387382599990815,None,1270.7351168999448,1270.747898499947,1270.750303340028,1270.750303340028,1271.7316320000682,1270.9649235999677,1270.9649235999677,1271.7477050998714,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 0:2, 16:32,6,total,2,images/Ex6.jpg,left,0,1,1,0,0,1,1,1,1,4,20,13,1271.7477050998714,,,,,,,,,,,,,,,,,,,,,,,1271.7319936000276,1.5,1271.7477050998714,1273.2538745999336,1273.2316659998614,1273.2316854000092,1273.2538745999336,1273.2538745999336,1273.2538745999336,0.01240819995291531,1275.334497799864,left,1,2.0853144000284374,None,1275.3349574999884,1275.347599199973,1275.3501206400106,1275.3501206400106,1276.3314217999578,,,1276.3474309998564,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 0:2, 16:32,6,total,2,images/Ex1.jpg,right,0,1,1,0,0,1,1,1,1,5,21,0,1276.3474309998564,,,,,,,,,,,,,,,,,,,,,,,1276.3317782999948,1.4,1276.3474309998564,1277.753891499946,1277.731579999905,1277.7315986000467,1277.753891499946,1277.753891499946,1277.753891499946,0.012209099950268865,1279.5673262998462,left,0,1.814039699966088,None,1279.5677829999477,1279.58062230004,1279.583047740045,1279.583047740045,1280.5645085999276,,,1280.5805738999043,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 0:2, 16:32,6,total,2,images/Ex3.jpg,right,0,1,1,0,0,1,1,1,1,6,22,10,1280.5805738999043,,,,,,,,,,,,,,,,,,,,,,,1280.5648433999158,1.3,1280.5805738999043,1281.8891344000585,1281.8645653000567,1281.8645867998712,1281.8891344000585,1281.8891344000585,1281.8891344000585,0.013513999991118908,1282.7510694998782,right,1,0.8688623998314142,None,1282.7515171999112,1282.76392879989,1282.766561139957,1282.766561139957,1283.7476927000098,1282.980498000048,1282.980498000048,1283.7637052999344,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 0:2, 16:32,6,total,2,images/Ex2.jpg,right,0,1,1,0,0,1,1,1,1,7,23,9,1283.7637052999344,,,,,,,,,,,,,,,,,,,,,,,1283.7480405999813,0.8,1283.7637052999344,1284.572472800035,1284.5476211998612,1284.5476404998917,1284.572472800035,1284.572472800035,1284.572472800035,0.015144500182941556,1286.0502555998974,left,0,1.471623299876228,None,1286.05072379997,1286.0636702999473,1286.0660020400537,1286.0660020400537,1287.047419999959,1286.2803734999616,1286.2803734999616,1287.0635903000366,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 0:2, 16:32,6,total,2,images/Ex5.jpg,left,0,1,1,0,0,1,1,1,1,8,24,4,1287.0635903000366,,,,,,,,,,,,,,,,,,,,,,,1287.0477499999106,1.0,1287.0635903000366,1288.0699010998942,1288.0473143998533,1288.0473338998854,1288.0699010998942,1288.0699010998942,1288.0699010998942,0.013232999946922064,1289.636454799911,left,1,1.5594851998612285,None,1289.6368912998587,1289.6474941999186,1289.649508739938,1289.649508739938,1290.6306582000107,,,1290.646695500007,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 0:2, 16:32,6,total,2,images/Ex7.jpg,left,0,1,1,0,0,1,1,1,1,9,25,14,1290.646695500007,,,,,,,,,,,,,,,,,,,,,,,1290.6310167999472,0.9,1290.646695500007,1291.5541067998856,1291.5304711998906,1291.5304902000353,1291.5541067998856,1291.5541067998856,1291.5541067998856,0.01415980001911521,1292.5833044999745,left,1,1.0255362000316381,None,1292.5837828000076,1292.5968152999412,1292.599035639898,1292.599035639898,1293.5808140998706,,,1293.5968799998518,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 0:2, 16:32,6,total,2,images/Ex8.jpg,left,0,1,1,0,0,1,1,1,1,10,26,7,1293.5968799998518,,,,,,,,,,,,,,,,,,,,,,,1293.581150099868,1.0,1293.5968799998518,1294.6008085999638,1294.5802561000455,1294.5802748000715,1294.6008085999638,1294.6008085999638,1294.6008085999638,0.010991599876433611,1296.000602300046,left,1,1.4040270000696182,None,1296.0010993999895,1296.0132754999213,1296.0158792400034,1296.0158792400034,1296.9970766999759,,,1297.01318489993,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 0:2, 16:32,6,total,2,images/Ex4.jpg,right,0,1,1,0,0,1,1,1,1,11,27,11,1297.01318489993,,,,,,,,,,,,,,,,,,,,,,,1296.9974251000676,0.5,1297.01318489993,1297.5204052999616,1297.4970841000322,1297.4971034999471,1297.5204052999616,1297.5204052999616,1297.5204052999616,0.013579400023445487,1298.8163046999834,right,1,1.2972559998743236,None,1298.8167528999038,1298.8297077000607,1298.8320478399983,1298.8320478399983,1299.8135452999268,1299.0463254998904,1299.0463254998904,1299.829589099856,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 0:2, 16:32,6,total,2,images/Ex2.jpg,right,0,1,1,0,0,1,1,1,1,12,28,1,1299.829589099856,,,,,,,,,,,,,,,,,,,,,,,1299.8139118999243,1.5,1299.829589099856,1301.3380886998493,1301.3135142999236,1301.3135430000257,1301.3380886998493,1301.3380886998493,1301.3380886998493,0.014935299986973405,1301.900041299872,right,1,0.5643606998492032,None,1301.900503499899,1301.9132828000002,1301.9157014399534,1301.9157014399534,1302.8967913999222,1302.1295127999038,1302.1295127999038,1302.9127404999454,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 0:2, 16:32,6,total,2,images/Ex5.jpg,left,0,1,1,0,0,1,1,1,1,13,29,12,1302.9127404999454,,,,,,,,,,,,,,,,,,,,,,,1302.897140899906,1.5,1302.9127404999454,1304.4196111999918,1304.3965173999313,1304.3965368999634,1304.4196111999918,1304.4196111999918,1304.4196111999918,0.013494599843397737,1306.166026199935,left,1,1.7396788999903947,None,1306.1664817000274,1306.1793424999341,1306.1817313398933,1306.1817313398933,1307.1631115998607,1306.396033299854,1306.396033299854,1307.1791373000015,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 0:2, 16:32,6,total,2,images/Ex1.jpg,right,0,1,1,0,0,1,1,1,1,14,30,8,1307.1791373000015,,,,,,,,,,,,,,,,,,,,,,,1307.1634543999098,1.4,1307.1791373000015,1308.5850166999735,1308.5630089999177,1308.5630276000593,1308.5850166999735,1308.5850166999735,1308.5850166999735,0.012246999889612198,1309.4661346999928,right,1,0.8892679999116808,None,1309.4665516999085,1309.4793936000206,1309.4816444398602,1309.4816444398602,1310.4630727998447,1309.7085188999772,1309.7085188999772,1310.4790369998664,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 0:2, 16:32,6,total,2,images/Ex4.jpg,right,0,1,1,0,0,1,1,1,1,15,31,3,1310.4790369998664,,,,,,,,,,,,,,,,,,,,,,,1310.4634237999562,1.3,1310.4790369998664,1311.7849697000347,1311.7627826000098,1311.7628023000434,1311.7849697000347,1311.7849697000347,1311.7849697000347,0.012572899926453829,1313.0990240999963,right,1,1.3168267000000924,None,1313.0994438999332,1313.1124014998786,1313.1146788400365,1313.1146788400365,1314.096074400004,1313.3884475999512,1313.3884475999512,1314.1121030000504,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 0:2, 16:32,6,total,2,images/Ex7.jpg,left,0,1,1,0,0,1,1,1,2,0,32,14,1314.1121030000504,,,,,,,,,,,,,,,,,,,,,,,1314.09641680005,0.8,1314.1121030000504,1314.920916199917,1314.8959546000697,1314.895971499849,1314.920916199917,1314.920916199917,1314.920916199917,0.015277399914339185,1316.4492927999236,left,1,1.5356302000582218,None,1316.449767400045,1316.4621250999626,1316.4647718399065,1316.4647718399065,1317.446266300045,1316.7002983998973,1316.7002983998973,1317.4621119999792,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 0:2, 16:32,6,total,2,images/Ex4.jpg,right,0,1,1,0,0,1,1,1,2,1,33,11,1317.4621119999792,,,,,,,,,,,,,,,,,,,,,,,1317.4466283998918,0.6,1317.4621119999792,1318.0689612000715,1318.0458201998845,1318.0458394000307,1318.0689612000715,1318.0689612000715,1318.0689612000715,0.013502599904313684,1319.0321066000033,right,1,0.9677464000415057,None,1319.0325269000605,1319.0453285998665,1319.0477579400176,1319.0477579400176,1320.0292070999276,1319.268798999954,1319.268798999954,1320.0451211000327,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 0:2, 16:32,6,total,2,images/Ex8.jpg,left,0,1,1,0,0,1,1,1,2,2,34,15,1320.0451211000327,,,,,,,,,,,,,,,,,,,,,,,1320.029564099852,1.5,1320.0451211000327,1321.5503243999556,1321.5292162999976,1321.5292356999125,1321.5503243999556,1321.5503243999556,1321.5503243999556,0.01140410010702908,1323.9316980999429,left,1,2.37910920009017,None,1323.9321725000627,1323.9451890999917,1323.9473554400029,1323.9473554400029,1324.9290086999536,,,1324.9450029998552,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 0:2, 16:32,6,total,2,images/Ex6.jpg,left,0,1,1,0,0,1,1,1,2,3,35,13,1324.9450029998552,,,,,,,,,,,,,,,,,,,,,,,1324.929344000062,1.1,1324.9450029998552,1326.0479679000564,1326.0287035999354,1326.0287226999644,1326.0479679000564,1326.0479679000564,1326.0479679000564,0.010157299926504493,1327.4815994000528,left,1,1.4380052001215518,None,1327.4820524000097,1327.4948938000016,1327.4971355398884,1327.4971355398884,1328.4787453999743,1327.7114915000275,1327.7114915000275,1328.4947639000602,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 0:2, 16:32,6,total,2,images/Ex5.jpg,left,0,1,1,0,0,1,1,1,2,4,36,4,1328.4947639000602,,,,,,,,,,,,,,,,,,,,,,,1328.4790974999778,1.4,1328.4947639000602,1329.9040157999843,1329.8788018999621,1329.8788191999774,1329.9040157999843,1329.9040157999843,1329.9040157999843,0.015227299882099032,1331.0146663000342,right,0,1.106037300080061,None,1331.0151036998723,1331.0279620999936,1331.03034184,1331.03034184,1332.011777000036,,,1332.0278856998775,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 0:2, 16:32,6,total,2,images/Ex4.jpg,right,0,1,1,0,0,1,1,1,2,5,37,3,1332.0278856998775,,,,,,,,,,,,,,,,,,,,,,,1332.0121216999833,1.5,1332.0278856998775,1333.5361363999546,1333.5118445998523,1333.5118630998768,1333.5361363999546,1333.5361363999546,1333.5361363999546,0.014567899983376265,1334.5148124999832,right,1,0.9757423000410199,None,1334.5152572998777,1334.5304061998613,1334.5304218399106,1334.5304218399106,1335.527956099948,,,,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 0:2, 16:32,6,total,2,images/Ex5.jpg,left,0,1,1,0,0,1,1,1,2,6,38,12,1335.544339899905,,,,,,,,,,,,,,,,,,,,,,,1335.5283093999606,1.1,1335.544339899905,1336.6532666999847,1336.6282248999923,1336.6282432000153,1336.6532666999847,1336.6532666999847,1336.6532666999847,0.015456900000572205,1338.6143614999019,left,1,1.957173200091347,None,1338.6148466998711,1338.6276837999467,1338.6299228399293,1338.6299228399293,1339.6113966000266,1338.895249400055,1338.895249400055,1339.6273928999435,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 0:2, 16:32,6,total,2,images/Ex3.jpg,right,0,1,1,0,0,1,1,1,2,7,39,10,1339.6273928999435,,,,,,,,,,,,,,,,,,,,,,,1339.6117491000332,0.9,1339.6273928999435,1340.5329273999669,1340.5112471000757,1340.511267399881,1340.5329273999669,1340.5329273999669,1340.5329273999669,0.011951199965551496,1341.7478479000274,right,1,1.2198772002011538,None,1341.748277100036,1341.7610336998478,1341.7634915398667,1341.7634915398667,1342.7446337998845,1342.0370912998915,1342.0370912998915,1342.7606670998503,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 0:2, 16:32,6,total,2,images/Ex6.jpg,left,0,1,1,0,0,1,1,1,2,8,40,5,1342.7606670998503,,,,,,,,,,,,,,,,,,,,,,,1342.744985899888,0.7,1342.7606670998503,1343.4643796999007,1343.4444374998566,1343.444454499986,1343.4643796999007,1343.4643796999007,1343.4643796999007,0.010400000028312206,1344.9473403000738,left,1,1.4856145998928696,None,1344.9478104000445,1344.9607325999532,1344.9630489399424,1344.9630489399424,1345.94472889998,1345.1922188000754,1345.1922188000754,1345.9607784999534,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 0:2, 16:32,6,total,2,images/Ex1.jpg,right,0,1,1,0,0,1,1,1,2,9,41,0,1345.9607784999534,,,,,,,,,,,,,,,,,,,,,,,1345.9450816998724,1.2,1345.9607784999534,1347.1662534999195,1347.144320699852,1347.144340599887,1347.1662534999195,1347.1662534999195,1347.1662534999195,0.012307900004088879,1349.3972197000403,right,1,2.2274641001131386,None,1349.3976403998677,1349.410628899932,1349.412969239871,1349.412969239871,1350.394179499941,,,1350.4102306999266,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 0:2, 16:32,6,total,2,images/Ex2.jpg,right,0,1,1,0,0,1,1,1,2,10,42,1,1350.4102306999266,,,,,,,,,,,,,,,,,,,,,,,1350.3945365999825,0.7,1350.4102306999266,1351.1176247999538,1351.094043500023,1351.094062600052,1351.1176247999538,1351.1176247999538,1351.1176247999538,0.013903900049626827,1352.3800448998809,right,1,1.2566269000526518,None,1352.380497700069,1352.3935682000592,1352.3958147399826,1352.3958147399826,1353.3776877999771,1352.619947399944,1352.619947399944,1353.3936735999305,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 0:2, 16:32,6,total,2,images/Ex2.jpg,right,0,1,1,0,0,1,1,1,2,11,43,9,1353.3936735999305,,,,,,,,,,,,,,,,,,,,,,,1353.3780602000188,1.0,1353.3936735999305,1354.3995689000003,1354.3771877000108,1354.3772044000216,1354.3995689000003,1354.3995689000003,1354.3995689000003,0.012985800160095096,1355.2301264000125,right,1,0.8246456000488251,None,1355.2305771999527,1355.2434406999964,1355.2457780399127,1355.2457780399127,1356.2272379000206,1355.4661501999944,1355.4661501999944,1356.2432770999148,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 0:2, 16:32,6,total,2,images/Ex8.jpg,left,0,1,1,0,0,1,1,1,2,12,44,7,1356.2432770999148,,,,,,,,,,,,,,,,,,,,,,,1356.227585799992,1.2,1356.2432770999148,1357.4476264999248,1357.4272644999437,1357.4272837999742,1357.4476264999248,1357.4476264999248,1357.4476264999248,0.010666700080037117,1360.4630764999893,right,0,3.014545900048688,None,1360.463532899972,1360.4764377998654,1360.4787770399125,1360.4787770399125,1361.4604044998996,1360.6960469000041,1360.6960469000041,1361.4765566000715,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 0:2, 16:32,6,total,2,images/Ex3.jpg,right,0,1,1,0,0,1,1,1,2,13,45,2,1361.4765566000715,,,,,,,,,,,,,,,,,,,,,,,1361.4607551998924,0.9,1361.4765566000715,1362.3813350999262,1362.3601571999025,1362.3601766000502,1362.3813350999262,1362.3813350999262,1362.3813350999262,0.011322099948301911,1363.4963124999776,right,1,1.1087736999616027,None,1363.4967982999515,1363.5096334998962,1363.5119807400042,1363.5119807400042,1364.493422199972,,,1364.5095402000006,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 0:2, 16:32,6,total,2,images/Ex1.jpg,right,0,1,1,0,0,1,1,1,2,14,46,8,1364.5095402000006,,,,,,,,,,,,,,,,,,,,,,,1364.4937670999207,1.0,1364.5095402000006,1365.5166907999665,1365.4936223998666,1365.4936422999017,1365.5166907999665,1365.5166907999665,1365.5166907999665,0.013233100064098835,1368.2460912000388,left,0,2.728482299949974,None,1368.2465718998574,1368.2594848999288,1368.2617720399285,1368.2617720399285,1369.243420300074,,,1369.2594679999165,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 0:2, 16:32,6,total,2,images/Ex7.jpg,left,0,1,1,0,0,1,1,1,2,15,47,6,1369.2594679999165,,,,,,,,,,,,,,,,,,,,,,,1369.2437907999847,0.6,1369.2594679999165,1369.8698731998447,1369.8434846000746,1369.8435028998647,1369.8698731998447,1369.8698731998447,1369.8698731998447,0.016616699984297156,1371.2459481998812,left,1,1.375161699950695,None,1371.2463978999294,1371.2592464999761,1371.2615254399134,1371.2615254399134,1372.243081399938,1371.475862100022,1371.475862100022,1372.2591283000074,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 0:2, 16:32,6,total,2,images/Ex3.jpg,right,0,1,1,0,0,1,1,1,3,0,48,2,1372.2591283000074,,,,,,,,,,,,,,,,,,,,,,,1372.2434634999372,1.1,1372.2591283000074,1373.3657157998532,1373.3430769999977,1373.3430953000207,1373.3657157998532,1373.3657157998532,1373.3657157998532,0.012756400043144822,1375.645690599922,right,1,2.2773230001330376,None,1375.6461358000524,1375.659071299946,1375.6613871400477,1375.6613871400477,1376.6428155000322,1375.8880624999292,1375.8880624999292,1376.6588484998792,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 0:2, 16:32,6,total,2,images/Ex5.jpg,left,0,1,1,0,0,1,1,1,3,1,49,4,1376.6588484998792,,,,,,,,,,,,,,,,,,,,,,,1376.6431805000175,1.3,1376.6588484998792,1377.9668528998736,1377.9429909000173,1377.9430102999322,1377.9668528998736,1377.9668528998736,1377.9668528998736,0.014062599977478385,1379.4454957998823,left,1,1.4755780999548733,None,1379.4459679999854,1379.4588643000461,1379.4612195399823,1379.4612195399823,1380.4426273000427,1379.696571999928,1379.696571999928,1380.4587170998566,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
