"participant","subjectId","first","task","difficulty","set","phase","condition2","blocks","blocksPhase","nTrials","pCorrect","avgRt","medRt"
"59ccd702faf42e00012b68f5","P4","first-partial","partial","easy",3,1,"partial-nonreversed",5,5,4,1,0.6105,0.5775
"59ccd702faf42e00012b68f5","P4","first-partial","partial","easy",3,1,"partial-nonreversed",6,6,4,1,0.73375,0.712
"59ccd702faf42e00012b68f5","P4","first-partial","partial","easy",3,2,"partial-reversed",7,1,4,0,0.5335,0.5395
"59ccd702faf42e00012b68f5","P4","first-partial","partial","easy",3,2,"partial-reversed",8,2,4,1,0.67925,0.5565
"59ccd702faf42e00012b68f5","P4","first-partial","partial","easy",3,2,"partial-reversed",9,3,4,1,0.563,0.617
"59ccd702faf42e00012b68f5","P4","first-partial","partial","easy",3,2,"partial-reversed",10,4,4,1,0.597,0.6035
"59ccd702faf42e00012b68f5","P4","first-partial","partial","easy",3,2,"partial-reversed",11,5,4,0.75,0.55875,0.537
"59ccd702faf42e00012b68f5","P4","first-partial","partial","easy",3,2,"partial-reversed",12,6,4,1,0.48925,0.479
"59ccd702faf42e00012b68f5","P4","first-partial","partial","easy",3,2,"partial-nonreversed",7,1,4,1,0.65375,0.6205
"59ccd702faf42e00012b68f5","P4","first-partial","partial","easy",3,2,"partial-nonreversed",8,2,4,1,0.551,0.5615
"59ccd702faf42e00012b68f5","P4","first-partial","partial","easy",3,2,"partial-nonreversed",9,3,4,1,0.49025,0.4835
"59ccd702faf42e00012b68f5","P4","first-partial","partial","easy",3,2,"partial-nonreversed",10,4,4,1,0.498,0.507
"59ccd702faf42e00012b68f5","P4","first-partial","partial","easy",3,2,"partial-nonreversed",11,5,4,1,0.52325,0.534
"59ccd702faf42e00012b68f5","P4","first-partial","partial","easy",3,2,"partial-nonreversed",12,6,4,1,0.515,0.515
"59ccd702faf42e00012b68f5","P4","first-partial","total","easy",3,1,"total-reversed",1,1,8,0.625,1.174625,1.157
"59ccd702faf42e00012b68f5","P4","first-partial","total","easy",3,1,"total-reversed",2,2,8,1,0.592125,0.5545
"59ccd702faf42e00012b68f5","P4","first-partial","total","easy",3,1,"total-reversed",3,3,8,1,0.518,0.526
"59ccd702faf42e00012b68f5","P4","first-partial","total","easy",3,1,"total-reversed",4,4,8,0.75,0.425625,0.4505
"59ccd702faf42e00012b68f5","P4","first-partial","total","easy",3,1,"total-reversed",5,5,8,1,0.464375,0.4825
"59ccd702faf42e00012b68f5","P4","first-partial","total","easy",3,1,"total-reversed",6,6,8,1,0.445625,0.444
"59ccd702faf42e00012b68f5","P4","first-partial","total","easy",3,2,"total-reversed",7,1,8,0.5,0.668625,0.6635
"59ccd702faf42e00012b68f5","P4","first-partial","total","easy",3,2,"total-reversed",8,2,8,1,0.57475,0.5735
"59ccd702faf42e00012b68f5","P4","first-partial","total","easy",3,2,"total-reversed",9,3,8,0.875,0.537,0.523
"59ccd702faf42e00012b68f5","P4","first-partial","total","easy",3,2,"total-reversed",10,4,8,0.75,0.5485,0.5385
"59ccd702faf42e00012b68f5","P4","first-partial","total","easy",3,2,"total-reversed",11,5,8,0.875,0.54575,0.53
"59ccd702faf42e00012b68f5","P4","first-partial","total","easy",3,2,"total-reversed",12,6,8,0.875,0.666375,0.652
"5c3d5129a9bfb4000168e299","P5","first-total","partial","easy",1,1,"partial-reversed",1,1,4,0.75,1.59045,1.2563
"5c3d5129a9bfb4000168e299","P5","first-total","partial","easy",1,1,"partial-reversed",2,2,4,1,0.62605,0.66385
"5c3d5129a9bfb4000168e299","P5","first-total","partial","easy",1,1,"partial-reversed",3,3,4,1,0.69845,0.6852
"5c3d5129a9bfb4000168e299","P5","first-total","partial","easy",1,1,"partial-reversed",4,4,4,0.75,0.594825,0.6132
"5c3d5129a9bfb4000168e299","P5","first-total","partial","easy",1,1,"partial-reversed",5,5,4,0.5,0.547125,0.52565
"5c3d5129a9bfb4000168e299","P5","first-total","partial","easy",1,1,"partial-reversed",6,6,3,1,0.622666666666667,0.6089
"5c3d5129a9bfb4000168e299","P5","first-total","partial","easy",1,1,"partial-nonreversed",1,1,4,1,1.6504,1.6253
"5c3d5129a9bfb4000168e299","P5","first-total","partial","easy",1,1,"partial-nonreversed",2,2,4,1,0.6932,0.6693
"5c3d5129a9bfb4000168e299","P5","first-total","partial","easy",1,1,"partial-nonreversed",3,3,4,0.25,0.945175,0.72905
"5c3d5129a9bfb4000168e299","P5","first-total","partial","easy",1,1,"partial-nonreversed",4,4,4,1,0.610725,0.6263
"5c3d5129a9bfb4000168e299","P5","first-total","partial","easy",1,1,"partial-nonreversed",5,5,4,0.75,0.56115,0.53095
"5c3d5129a9bfb4000168e299","P5","first-total","partial","easy",1,1,"partial-nonreversed",6,6,4,0.75,0.62745,0.59795
"5c3d5129a9bfb4000168e299","P5","first-total","partial","easy",1,2,"partial-reversed",7,1,4,0.5,0.82965,0.75755
"5c3d5129a9bfb4000168e299","P5","first-total","partial","easy",1,2,"partial-reversed",8,2,4,1,0.721925,0.729
"5c3d5129a9bfb4000168e299","P5","first-total","partial","easy",1,2,"partial-reversed",9,3,4,0.75,0.566275,0.5494
"5c3d5129a9bfb4000168e299","P5","first-total","partial","easy",1,2,"partial-reversed",10,4,4,0.75,0.6321,0.62765
"5c3d5129a9bfb4000168e299","P5","first-total","partial","easy",1,2,"partial-reversed",11,5,4,0.75,0.6291,0.59345
"5c3d5129a9bfb4000168e299","P5","first-total","partial","easy",1,2,"partial-reversed",12,6,4,1,0.549575,0.55825
"5c3d5129a9bfb4000168e299","P5","first-total","partial","easy",1,2,"partial-nonreversed",7,1,4,0.25,0.815125,0.794
"5c3d5129a9bfb4000168e299","P5","first-total","partial","easy",1,2,"partial-nonreversed",8,2,4,0.75,0.6404,0.632
"5c3d5129a9bfb4000168e299","P5","first-total","partial","easy",1,2,"partial-nonreversed",9,3,4,0.75,0.424925,0.4043
"5c3d5129a9bfb4000168e299","P5","first-total","partial","easy",1,2,"partial-nonreversed",10,4,4,1,0.589275,0.528
"5c3d5129a9bfb4000168e299","P5","first-total","partial","easy",1,2,"partial-nonreversed",11,5,4,1,0.73945,0.69745
"5c3d5129a9bfb4000168e299","P5","first-total","partial","easy",1,2,"partial-nonreversed",12,6,4,0.75,0.709125,0.69505
"5c3d5129a9bfb4000168e299","P5","first-total","total","easy",1,1,"total-reversed",1,1,7,0.285714285714286,0.924728571428571,0.8231
"5c3d5129a9bfb4000168e299","P5","first-total","total","easy",1,1,"total-reversed",2,2,8,0.75,0.5109625,0.4929
"5c3d5129a9bfb4000168e299","P5","first-total","total","easy",1,1,"total-reversed",3,3,8,0.625,0.60145,0.61055
"5c3d5129a9bfb4000168e299","P5","first-total","total","easy",1,1,"total-reversed",4,4,8,0.875,0.5868125,0.58325
"5c3d5129a9bfb4000168e299","P5","first-total","total","easy",1,1,"total-reversed",5,5,7,0.714285714285714,0.791428571428571,0.6936
"5c3d5129a9bfb4000168e299","P5","first-total","total","easy",1,1,"total-reversed",6,6,8,0.75,0.6508875,0.6404
"5c3d5129a9bfb4000168e299","P5","first-total","total","easy",1,2,"total-reversed",7,1,8,0.25,0.8900375,0.7184
"5c3d5129a9bfb4000168e299","P5","first-total","total","easy",1,2,"total-reversed",8,2,8,0.5,0.49065,0.4521
"5c3d5129a9bfb4000168e299","P5","first-total","total","easy",1,2,"total-reversed",9,3,8,0.75,0.5384125,0.53975
"5c3d5129a9bfb4000168e299","P5","first-total","total","easy",1,2,"total-reversed",10,4,8,0.875,0.5915125,0.6044
"5c3d5129a9bfb4000168e299","P5","first-total","total","easy",1,2,"total-reversed",11,5,8,1,0.9165,0.76775
"5c3d5129a9bfb4000168e299","P5","first-total","total","easy",1,2,"total-reversed",12,6,8,0.75,0.83505,0.7561
"5c4d8d706b23ab0001a34af2","P6","first-total","partial","easy",8,1,"partial-reversed",1,1,4,0.5,0.780525,0.77595
"5c4d8d706b23ab0001a34af2","P6","first-total","partial","easy",8,1,"partial-reversed",2,2,4,0.75,0.6832,0.66535
"5c4d8d706b23ab0001a34af2","P6","first-total","partial","easy",8,1,"partial-reversed",3,3,4,0.75,0.621025,0.6113
"5c4d8d706b23ab0001a34af2","P6","first-total","partial","easy",8,1,"partial-reversed",4,4,4,0.75,0.57655,0.5666
"5c4d8d706b23ab0001a34af2","P6","first-total","partial","easy",8,1,"partial-reversed",5,5,4,0.25,0.789975,0.8038
"5c4d8d706b23ab0001a34af2","P6","first-total","partial","easy",8,1,"partial-reversed",6,6,4,0.75,0.659675,0.66425
"5c4d8d706b23ab0001a34af2","P6","first-total","partial","easy",8,1,"partial-nonreversed",1,1,4,1,0.782275,0.74795
"5c4d8d706b23ab0001a34af2","P6","first-total","partial","easy",8,1,"partial-nonreversed",2,2,4,0.5,0.70885,0.717
"5c4d8d706b23ab0001a34af2","P6","first-total","partial","easy",8,1,"partial-nonreversed",3,3,4,1,0.639225,0.62745
"5c4d8d706b23ab0001a34af2","P6","first-total","partial","easy",8,1,"partial-nonreversed",4,4,4,1,0.564125,0.5706
"5c4d8d706b23ab0001a34af2","P6","first-total","partial","easy",8,1,"partial-nonreversed",5,5,4,1,0.65985,0.68355
"5c4d8d706b23ab0001a34af2","P6","first-total","partial","easy",8,1,"partial-nonreversed",6,6,4,1,0.516,0.4984
"5c4d8d706b23ab0001a34af2","P6","first-total","partial","easy",8,2,"partial-reversed",7,1,4,0,0.605575,0.6346
"5c4d8d706b23ab0001a34af2","P6","first-total","partial","easy",8,2,"partial-reversed",8,2,4,0.75,0.6755,0.67755
"5c4d8d706b23ab0001a34af2","P6","first-total","partial","easy",8,2,"partial-reversed",9,3,4,0.75,0.772475,0.8107
"5c4d8d706b23ab0001a34af2","P6","first-total","partial","easy",8,2,"partial-reversed",10,4,4,0.75,0.657575,0.663
"5c4d8d706b23ab0001a34af2","P6","first-total","partial","easy",8,2,"partial-reversed",11,5,4,0.75,0.674525,0.64305
"5c4d8d706b23ab0001a34af2","P6","first-total","partial","easy",8,2,"partial-reversed",12,6,4,0.5,0.568325,0.5139
"5c4d8d706b23ab0001a34af2","P6","first-total","partial","easy",8,2,"partial-nonreversed",7,1,4,1,0.576625,0.57525
"5c4d8d706b23ab0001a34af2","P6","first-total","partial","easy",8,2,"partial-nonreversed",8,2,4,1,0.6449,0.6267
"5c4d8d706b23ab0001a34af2","P6","first-total","partial","easy",8,2,"partial-nonreversed",9,3,4,1,0.61765,0.59325
"5c4d8d706b23ab0001a34af2","P6","first-total","partial","easy",8,2,"partial-nonreversed",10,4,4,0.75,0.656175,0.5867
"5c4d8d706b23ab0001a34af2","P6","first-total","partial","easy",8,2,"partial-nonreversed",11,5,4,1,0.6276,0.6115
"5c4d8d706b23ab0001a34af2","P6","first-total","partial","easy",8,2,"partial-nonreversed",12,6,4,1,0.590625,0.5604
"5c4d8d706b23ab0001a34af2","P6","first-total","total","easy",8,1,"total-reversed",1,1,8,0.5,1.0076125,0.9075
"5c4d8d706b23ab0001a34af2","P6","first-total","total","easy",8,1,"total-reversed",2,2,8,0.625,0.8929375,0.89585
"5c4d8d706b23ab0001a34af2","P6","first-total","total","easy",8,1,"total-reversed",3,3,8,0.75,0.7397125,0.76205
"5c4d8d706b23ab0001a34af2","P6","first-total","total","easy",8,1,"total-reversed",4,4,8,0.75,0.6423625,0.6211
"5c4d8d706b23ab0001a34af2","P6","first-total","total","easy",8,1,"total-reversed",5,5,8,0.5,0.70025,0.68735
"5c4d8d706b23ab0001a34af2","P6","first-total","total","easy",8,1,"total-reversed",6,6,8,0.625,0.7044375,0.655
"5c4d8d706b23ab0001a34af2","P6","first-total","total","easy",8,2,"total-reversed",7,1,8,0.625,0.802025,0.72905
"5c4d8d706b23ab0001a34af2","P6","first-total","total","easy",8,2,"total-reversed",8,2,8,0.25,0.6835125,0.66725
"5c4d8d706b23ab0001a34af2","P6","first-total","total","easy",8,2,"total-reversed",9,3,8,0.5,0.6983875,0.6799
"5c4d8d706b23ab0001a34af2","P6","first-total","total","easy",8,2,"total-reversed",10,4,8,0.625,0.6217,0.6358
"5c4d8d706b23ab0001a34af2","P6","first-total","total","easy",8,2,"total-reversed",11,5,8,0.875,0.595275,0.54535
"5c4d8d706b23ab0001a34af2","P6","first-total","total","easy",8,2,"total-reversed",12,6,8,0.875,0.61745,0.61545
"5c4f5967aac8be0001716a65","P7","first-partial","partial","easy",4,1,"partial-reversed",1,1,4,0.75,1.3397,0.6979
"5c4f5967aac8be0001716a65","P7","first-partial","partial","easy",4,1,"partial-reversed",2,2,4,1,0.7791,0.76475
"5c4f5967aac8be0001716a65","P7","first-partial","partial","easy",4,1,"partial-reversed",3,3,4,1,0.653375,0.646
"5c4f5967aac8be0001716a65","P7","first-partial","partial","easy",4,1,"partial-reversed",4,4,4,1,0.957975,0.9486
"5c4f5967aac8be0001716a65","P7","first-partial","partial","easy",4,1,"partial-reversed",5,5,4,1,1.0253,1.00675
"5c4f5967aac8be0001716a65","P7","first-partial","partial","easy",4,1,"partial-reversed",6,6,4,1,1.074575,0.8868
"5c4f5967aac8be0001716a65","P7","first-partial","partial","easy",4,1,"partial-nonreversed",1,1,4,0.75,1.070225,0.83845
"5c4f5967aac8be0001716a65","P7","first-partial","partial","easy",4,1,"partial-nonreversed",2,2,4,1,0.838575,0.8202
"5c4f5967aac8be0001716a65","P7","first-partial","partial","easy",4,1,"partial-nonreversed",3,3,4,1,0.669075,0.66325
"5c4f5967aac8be0001716a65","P7","first-partial","partial","easy",4,1,"partial-nonreversed",4,4,4,1,0.77875,0.7007
"5c4f5967aac8be0001716a65","P7","first-partial","partial","easy",4,1,"partial-nonreversed",5,5,4,1,0.67255,0.6284
"5c4f5967aac8be0001716a65","P7","first-partial","partial","easy",4,1,"partial-nonreversed",6,6,4,1,0.9947,0.86155
"5c4f5967aac8be0001716a65","P7","first-partial","partial","easy",4,2,"partial-reversed",7,1,4,0,1.035625,0.991
"5c4f5967aac8be0001716a65","P7","first-partial","partial","easy",4,2,"partial-reversed",8,2,4,0.25,1.170525,1.10325
"5c4f5967aac8be0001716a65","P7","first-partial","partial","easy",4,2,"partial-reversed",9,3,4,0.75,0.927425,0.9986
"5c4f5967aac8be0001716a65","P7","first-partial","partial","easy",4,2,"partial-reversed",10,4,4,0.75,0.978375,1.01325
"5c4f5967aac8be0001716a65","P7","first-partial","partial","easy",4,2,"partial-reversed",11,5,4,0.75,1.403775,1.38505
"5c4f5967aac8be0001716a65","P7","first-partial","partial","easy",4,2,"partial-reversed",12,6,4,1,1.21125,1.1241
"5c4f5967aac8be0001716a65","P7","first-partial","partial","easy",4,2,"partial-nonreversed",7,1,4,0.75,0.826825,0.86205
"5c4f5967aac8be0001716a65","P7","first-partial","partial","easy",4,2,"partial-nonreversed",8,2,4,1,0.801725,0.75015
"5c4f5967aac8be0001716a65","P7","first-partial","partial","easy",4,2,"partial-nonreversed",9,3,4,1,0.7032,0.62195
"5c4f5967aac8be0001716a65","P7","first-partial","partial","easy",4,2,"partial-nonreversed",10,4,4,1,0.950175,0.8201
"5c4f5967aac8be0001716a65","P7","first-partial","partial","easy",4,2,"partial-nonreversed",11,5,4,1,1.71645,1.5954
"5c4f5967aac8be0001716a65","P7","first-partial","partial","easy",4,2,"partial-nonreversed",12,6,4,0.75,0.8882,0.7864
"5c4f5967aac8be0001716a65","P7","first-partial","total","easy",4,1,"total-reversed",1,1,8,0.625,0.9820125,0.9325
"5c4f5967aac8be0001716a65","P7","first-partial","total","easy",4,1,"total-reversed",2,2,8,1,0.777275,0.7526
"5c4f5967aac8be0001716a65","P7","first-partial","total","easy",4,1,"total-reversed",3,3,8,1,0.6864,0.6418
"5c4f5967aac8be0001716a65","P7","first-partial","total","easy",4,1,"total-reversed",4,4,8,1,0.651125,0.6359
"5c4f5967aac8be0001716a65","P7","first-partial","total","easy",4,1,"total-reversed",5,5,8,0.875,0.7700125,0.6901
"5c4f5967aac8be0001716a65","P7","first-partial","total","easy",4,1,"total-reversed",6,6,8,0.875,1.1540875,0.88795
"5c4f5967aac8be0001716a65","P7","first-partial","total","easy",4,2,"total-reversed",7,1,8,0.375,1.13595,1.2599
"5c4f5967aac8be0001716a65","P7","first-partial","total","easy",4,2,"total-reversed",8,2,8,1,0.80725,0.8157
"5c4f5967aac8be0001716a65","P7","first-partial","total","easy",4,2,"total-reversed",9,3,8,0.875,0.9093875,0.87795
"5c4f5967aac8be0001716a65","P7","first-partial","total","easy",4,2,"total-reversed",10,4,8,0.875,1.0798,0.96425
"5c4f5967aac8be0001716a65","P7","first-partial","total","easy",4,2,"total-reversed",11,5,8,0.875,0.823925,0.8857
"5c4f5967aac8be0001716a65","P7","first-partial","total","easy",4,2,"total-reversed",12,6,8,0.75,0.7409,0.747
"5ce9b0e4be5a6b00163f6870","P8","first-partial","partial","easy",3,1,"partial-reversed",1,1,4,0.25,1.7804,1.206
"5ce9b0e4be5a6b00163f6870","P8","first-partial","partial","easy",3,1,"partial-reversed",2,2,4,1,0.9845,0.98005
"5ce9b0e4be5a6b00163f6870","P8","first-partial","partial","easy",3,1,"partial-reversed",3,3,4,0.25,0.90145,0.89725
"5ce9b0e4be5a6b00163f6870","P8","first-partial","partial","easy",3,1,"partial-reversed",4,4,4,1,1.15995,1.23055
"5ce9b0e4be5a6b00163f6870","P8","first-partial","partial","easy",3,1,"partial-reversed",5,5,4,0.75,1.093225,1.03865
"5ce9b0e4be5a6b00163f6870","P8","first-partial","partial","easy",3,1,"partial-reversed",6,6,4,0.75,0.83005,0.7213
"5ce9b0e4be5a6b00163f6870","P8","first-partial","partial","easy",3,1,"partial-nonreversed",1,1,4,0.75,1.1683,1.1631
"5ce9b0e4be5a6b00163f6870","P8","first-partial","partial","easy",3,1,"partial-nonreversed",2,2,4,0.5,1.0986,1.1148
"5ce9b0e4be5a6b00163f6870","P8","first-partial","partial","easy",3,1,"partial-nonreversed",3,3,4,0.5,0.872825,0.898
"5ce9b0e4be5a6b00163f6870","P8","first-partial","partial","easy",3,1,"partial-nonreversed",4,4,4,0.5,1.201725,1.19825
"5ce9b0e4be5a6b00163f6870","P8","first-partial","partial","easy",3,1,"partial-nonreversed",5,5,4,0,1.051525,1.0645
"5ce9b0e4be5a6b00163f6870","P8","first-partial","partial","easy",3,1,"partial-nonreversed",6,6,4,0.75,1.211,1.14795
"5ce9b0e4be5a6b00163f6870","P8","first-partial","partial","easy",3,2,"partial-reversed",7,1,4,0.25,1.059725,0.93895
"5ce9b0e4be5a6b00163f6870","P8","first-partial","partial","easy",3,2,"partial-reversed",8,2,4,0,0.875975,0.8721
"5ce9b0e4be5a6b00163f6870","P8","first-partial","partial","easy",3,2,"partial-reversed",9,3,4,0.75,1.04345,1.0147
"5ce9b0e4be5a6b00163f6870","P8","first-partial","partial","easy",3,2,"partial-reversed",10,4,4,0.75,0.960175,0.8896
"5ce9b0e4be5a6b00163f6870","P8","first-partial","partial","easy",3,2,"partial-reversed",11,5,4,0.75,0.90645,0.91515
"5ce9b0e4be5a6b00163f6870","P8","first-partial","partial","easy",3,2,"partial-reversed",12,6,4,0.75,0.9767,0.9643
"5ce9b0e4be5a6b00163f6870","P8","first-partial","partial","easy",3,2,"partial-nonreversed",7,1,4,0.75,1.097525,1.2058
"5ce9b0e4be5a6b00163f6870","P8","first-partial","partial","easy",3,2,"partial-nonreversed",8,2,4,0.25,1.38895,1.40635
"5ce9b0e4be5a6b00163f6870","P8","first-partial","partial","easy",3,2,"partial-nonreversed",9,3,4,0.5,1.222125,1.2223
"5ce9b0e4be5a6b00163f6870","P8","first-partial","partial","easy",3,2,"partial-nonreversed",10,4,4,0.25,1.06915,1.0814
"5ce9b0e4be5a6b00163f6870","P8","first-partial","partial","easy",3,2,"partial-nonreversed",11,5,4,0.5,1.034275,0.9803
"5ce9b0e4be5a6b00163f6870","P8","first-partial","partial","easy",3,2,"partial-nonreversed",12,6,4,0.75,1.151725,1.15565
"5ce9b0e4be5a6b00163f6870","P8","first-partial","total","easy",3,1,"total-reversed",1,1,8,0.75,1.0849,0.965
"5ce9b0e4be5a6b00163f6870","P8","first-partial","total","easy",3,1,"total-reversed",2,2,8,0.625,0.9703,0.9555
"5ce9b0e4be5a6b00163f6870","P8","first-partial","total","easy",3,1,"total-reversed",3,3,8,0.875,0.9436625,0.90625
"5ce9b0e4be5a6b00163f6870","P8","first-partial","total","easy",3,1,"total-reversed",4,4,8,0.75,0.8529125,0.888
"5ce9b0e4be5a6b00163f6870","P8","first-partial","total","easy",3,1,"total-reversed",5,5,8,0.875,0.884725,0.8641
"5ce9b0e4be5a6b00163f6870","P8","first-partial","total","easy",3,1,"total-reversed",6,6,8,0.75,0.8639125,0.82225
"5ce9b0e4be5a6b00163f6870","P8","first-partial","total","easy",3,2,"total-reversed",7,1,8,0.375,0.861225,0.8549
"5ce9b0e4be5a6b00163f6870","P8","first-partial","total","easy",3,2,"total-reversed",8,2,8,0.125,0.886475,0.83035
"5ce9b0e4be5a6b00163f6870","P8","first-partial","total","easy",3,2,"total-reversed",9,3,8,0.75,0.849125,0.86405
"5ce9b0e4be5a6b00163f6870","P8","first-partial","total","easy",3,2,"total-reversed",10,4,8,0.5,0.8451625,0.8794
"5ce9b0e4be5a6b00163f6870","P8","first-partial","total","easy",3,2,"total-reversed",11,5,8,0.5,0.87625,0.90525
"5ce9b0e4be5a6b00163f6870","P8","first-partial","total","easy",3,2,"total-reversed",12,6,8,0.875,0.792975,0.73885
"5d49d17b3dad1f0001e2aba1","P9","first-total","partial","easy",5,1,"partial-reversed",1,1,4,0.5,0.63725,0.6655
"5d49d17b3dad1f0001e2aba1","P9","first-total","partial","easy",5,1,"partial-reversed",2,2,4,1,0.52875,0.491
"5d49d17b3dad1f0001e2aba1","P9","first-total","partial","easy",5,1,"partial-reversed",3,3,4,1,0.4875,0.5025
"5d49d17b3dad1f0001e2aba1","P9","first-total","partial","easy",5,1,"partial-reversed",4,4,4,1,0.476,0.4905
"5d49d17b3dad1f0001e2aba1","P9","first-total","partial","easy",5,1,"partial-reversed",5,5,4,0.75,0.5305,0.497
"5d49d17b3dad1f0001e2aba1","P9","first-total","partial","easy",5,1,"partial-reversed",6,6,4,1,0.494,0.5055
"5d49d17b3dad1f0001e2aba1","P9","first-total","partial","easy",5,1,"partial-nonreversed",1,1,4,0.75,0.66325,0.7095
"5d49d17b3dad1f0001e2aba1","P9","first-total","partial","easy",5,1,"partial-nonreversed",2,2,4,0.75,0.5495,0.5485
"5d49d17b3dad1f0001e2aba1","P9","first-total","partial","easy",5,1,"partial-nonreversed",3,3,4,0.75,0.56775,0.5205
"5d49d17b3dad1f0001e2aba1","P9","first-total","partial","easy",5,1,"partial-nonreversed",4,4,4,1,0.48975,0.4805
"5d49d17b3dad1f0001e2aba1","P9","first-total","partial","easy",5,1,"partial-nonreversed",5,5,4,1,0.54,0.5545
"5d49d17b3dad1f0001e2aba1","P9","first-total","partial","easy",5,1,"partial-nonreversed",6,6,4,1,0.522,0.519
"5d49d17b3dad1f0001e2aba1","P9","first-total","partial","easy",5,2,"partial-reversed",7,1,4,0,0.515,0.509
"5d49d17b3dad1f0001e2aba1","P9","first-total","partial","easy",5,2,"partial-reversed",8,2,4,0.75,0.5745,0.605
"5d49d17b3dad1f0001e2aba1","P9","first-total","partial","easy",5,2,"partial-reversed",9,3,4,1,0.44425,0.44
"5d49d17b3dad1f0001e2aba1","P9","first-total","partial","easy",5,2,"partial-reversed",10,4,4,1,0.467,0.4605
"5d49d17b3dad1f0001e2aba1","P9","first-total","partial","easy",5,2,"partial-reversed",11,5,4,1,0.3915,0.397
"5d49d17b3dad1f0001e2aba1","P9","first-total","partial","easy",5,2,"partial-reversed",12,6,4,1,0.46125,0.4385
"5d49d17b3dad1f0001e2aba1","P9","first-total","partial","easy",5,2,"partial-nonreversed",7,1,4,0.25,0.6235,0.6315
"5d49d17b3dad1f0001e2aba1","P9","first-total","partial","easy",5,2,"partial-nonreversed",8,2,4,0.5,0.631,0.6175
"5d49d17b3dad1f0001e2aba1","P9","first-total","partial","easy",5,2,"partial-nonreversed",9,3,4,1,0.4725,0.462
"5d49d17b3dad1f0001e2aba1","P9","first-total","partial","easy",5,2,"partial-nonreversed",10,4,4,1,0.436,0.4415
"5d49d17b3dad1f0001e2aba1","P9","first-total","partial","easy",5,2,"partial-nonreversed",11,5,4,1,0.4255,0.4255
"5d49d17b3dad1f0001e2aba1","P9","first-total","partial","easy",5,2,"partial-nonreversed",12,6,4,0.75,0.41275,0.411
"5d49d17b3dad1f0001e2aba1","P9","first-total","total","easy",5,1,"total-reversed",1,1,8,0.25,1.1895,0.598
"5d49d17b3dad1f0001e2aba1","P9","first-total","total","easy",5,1,"total-reversed",2,2,8,0.625,0.5995,0.5565
"5d49d17b3dad1f0001e2aba1","P9","first-total","total","easy",5,1,"total-reversed",3,3,8,0.375,0.544875,0.5155
"5d49d17b3dad1f0001e2aba1","P9","first-total","total","easy",5,1,"total-reversed",4,4,8,0.875,0.709375,0.6665
"5d49d17b3dad1f0001e2aba1","P9","first-total","total","easy",5,1,"total-reversed",5,5,8,0.875,0.652375,0.653
"5d49d17b3dad1f0001e2aba1","P9","first-total","total","easy",5,1,"total-reversed",6,6,8,0.75,0.551625,0.547
"5d49d17b3dad1f0001e2aba1","P9","first-total","total","easy",5,2,"total-reversed",7,1,8,0.375,0.617125,0.5635
"5d49d17b3dad1f0001e2aba1","P9","first-total","total","easy",5,2,"total-reversed",8,2,8,0.75,0.77025,0.769
"5d49d17b3dad1f0001e2aba1","P9","first-total","total","easy",5,2,"total-reversed",9,3,8,1,0.5945,0.577
"5d49d17b3dad1f0001e2aba1","P9","first-total","total","easy",5,2,"total-reversed",10,4,8,0.875,0.544,0.551
"5d49d17b3dad1f0001e2aba1","P9","first-total","total","easy",5,2,"total-reversed",11,5,8,0.75,0.56875,0.554
"5d49d17b3dad1f0001e2aba1","P9","first-total","total","easy",5,2,"total-reversed",12,6,8,1,0.568375,0.5395
"5d6ad36076cca6001a66d89e","P10","first-total","partial","easy",2,1,"partial-reversed",1,1,4,0.5,1.40555,1.32235
"5d6ad36076cca6001a66d89e","P10","first-total","partial","easy",2,1,"partial-reversed",2,2,4,0.5,1.39265,1.2989
"5d6ad36076cca6001a66d89e","P10","first-total","partial","easy",2,1,"partial-reversed",3,3,4,1,1.59135,1.4853
"5d6ad36076cca6001a66d89e","P10","first-total","partial","easy",2,1,"partial-reversed",4,4,4,0.75,1.473625,1.47555
"5d6ad36076cca6001a66d89e","P10","first-total","partial","easy",2,1,"partial-reversed",5,5,4,1,1.404375,1.31805
"5d6ad36076cca6001a66d89e","P10","first-total","partial","easy",2,1,"partial-reversed",6,6,4,1,1.4855,1.4868
"5d6ad36076cca6001a66d89e","P10","first-total","partial","easy",2,1,"partial-nonreversed",1,1,4,1,1.600925,1.6976
"5d6ad36076cca6001a66d89e","P10","first-total","partial","easy",2,1,"partial-nonreversed",2,2,4,0.75,1.644225,1.72695
"5d6ad36076cca6001a66d89e","P10","first-total","partial","easy",2,1,"partial-nonreversed",3,3,4,0.75,1.689275,1.6946
"5d6ad36076cca6001a66d89e","P10","first-total","partial","easy",2,1,"partial-nonreversed",4,4,4,1,1.706275,1.7004
"5d6ad36076cca6001a66d89e","P10","first-total","partial","easy",2,1,"partial-nonreversed",5,5,4,1,1.505625,1.4703
"5d6ad36076cca6001a66d89e","P10","first-total","partial","easy",2,1,"partial-nonreversed",6,6,4,1,1.3906,1.29195
"5d6ad36076cca6001a66d89e","P10","first-total","partial","easy",2,2,"partial-reversed",7,1,4,0.75,1.6129,1.7123
"5d6ad36076cca6001a66d89e","P10","first-total","partial","easy",2,2,"partial-reversed",8,2,4,1,1.702875,1.68845
"5d6ad36076cca6001a66d89e","P10","first-total","partial","easy",2,2,"partial-reversed",9,3,4,1,1.615825,1.70475
