"participant","subjectId","first","task","difficulty","set","phase","condition2","blocks","blocksPhase","nTrials","pCorrect","avgRt","medRt"
"60282d2ffedb021342e2df15","P17","first-total","partial","easy",1,2,"partial-nonreversed",11,5,4,1,0.990075,0.9523
"60282d2ffedb021342e2df15","P17","first-total","partial","easy",1,2,"partial-nonreversed",12,6,4,1,0.865125,0.8557
"60282d2ffedb021342e2df15","P17","first-total","total","easy",1,1,"total-reversed",1,1,8,0.625,1.1951,1.1096
"60282d2ffedb021342e2df15","P17","first-total","total","easy",1,1,"total-reversed",2,2,8,0.75,1.5285625,1.34095
"60282d2ffedb021342e2df15","P17","first-total","total","easy",1,1,"total-reversed",3,3,8,1,1.3205625,1.01355
"60282d2ffedb021342e2df15","P17","first-total","total","easy",1,1,"total-reversed",4,4,8,0.875,0.983575,0.9394
"60282d2ffedb021342e2df15","P17","first-total","total","easy",1,1,"total-reversed",5,5,8,0.75,1.0891125,1.04405
"60282d2ffedb021342e2df15","P17","first-total","total","easy",1,1,"total-reversed",6,6,8,0.625,0.9423375,0.93815
"60282d2ffedb021342e2df15","P17","first-total","total","easy",1,2,"total-reversed",7,1,8,0.625,1.1114375,0.91475
"60282d2ffedb021342e2df15","P17","first-total","total","easy",1,2,"total-reversed",8,2,8,0.375,1.3313,0.87025
"60282d2ffedb021342e2df15","P17","first-total","total","easy",1,2,"total-reversed",9,3,8,1,1.1142125,0.96785
"60282d2ffedb021342e2df15","P17","first-total","total","easy",1,2,"total-reversed",10,4,8,1,0.94195,0.87665
"60282d2ffedb021342e2df15","P17","first-total","total","easy",1,2,"total-reversed",11,5,8,0.75,0.942075,0.9404
"60282d2ffedb021342e2df15","P17","first-total","total","easy",1,2,"total-reversed",12,6,8,0.875,1.066325,0.8704
"6047bf2d4d6168063087fe8e","P18","first-partial","partial","easy",2,1,"partial-reversed",1,1,4,0.5,1.1575,0.954
"6047bf2d4d6168063087fe8e","P18","first-partial","partial","easy",2,1,"partial-reversed",2,2,4,0.5,0.510225,0.45005
"6047bf2d4d6168063087fe8e","P18","first-partial","partial","easy",2,1,"partial-reversed",3,3,4,0.75,0.6731,0.63495
"6047bf2d4d6168063087fe8e","P18","first-partial","partial","easy",2,1,"partial-reversed",4,4,4,0.75,0.7761,0.7892
"6047bf2d4d6168063087fe8e","P18","first-partial","partial","easy",2,1,"partial-reversed",5,5,4,1,0.681325,0.6648
"6047bf2d4d6168063087fe8e","P18","first-partial","partial","easy",2,1,"partial-reversed",6,6,4,1,0.779475,0.7898
"6047bf2d4d6168063087fe8e","P18","first-partial","partial","easy",2,1,"partial-nonreversed",1,1,4,0.75,0.7772,0.77725
"6047bf2d4d6168063087fe8e","P18","first-partial","partial","easy",2,1,"partial-nonreversed",2,2,4,0.75,0.633425,0.4517
"6047bf2d4d6168063087fe8e","P18","first-partial","partial","easy",2,1,"partial-nonreversed",3,3,4,0.5,0.72205,0.72065
"6047bf2d4d6168063087fe8e","P18","first-partial","partial","easy",2,1,"partial-nonreversed",4,4,4,0.25,0.815825,0.76835
"6047bf2d4d6168063087fe8e","P18","first-partial","partial","easy",2,1,"partial-nonreversed",5,5,4,0.5,0.84935,0.7514
"6047bf2d4d6168063087fe8e","P18","first-partial","partial","easy",2,1,"partial-nonreversed",6,6,4,1,0.93705,0.84855
"6047bf2d4d6168063087fe8e","P18","first-partial","partial","easy",2,2,"partial-reversed",7,1,4,0,0.9011,0.78835
"6047bf2d4d6168063087fe8e","P18","first-partial","partial","easy",2,2,"partial-reversed",8,2,4,0,1.237575,1.07485
"6047bf2d4d6168063087fe8e","P18","first-partial","partial","easy",2,2,"partial-reversed",9,3,4,0.5,1.01865,0.98285
"6047bf2d4d6168063087fe8e","P18","first-partial","partial","easy",2,2,"partial-reversed",10,4,4,0.75,0.438975,0.4426
"6047bf2d4d6168063087fe8e","P18","first-partial","partial","easy",2,2,"partial-reversed",11,5,4,1,0.5738,0.5028
"6047bf2d4d6168063087fe8e","P18","first-partial","partial","easy",2,2,"partial-reversed",12,6,4,0.25,0.406975,0.38235
"6047bf2d4d6168063087fe8e","P18","first-partial","partial","easy",2,2,"partial-nonreversed",7,1,4,0.75,1.0385,1.09565
"6047bf2d4d6168063087fe8e","P18","first-partial","partial","easy",2,2,"partial-nonreversed",8,2,4,0.75,0.981875,0.93795
"6047bf2d4d6168063087fe8e","P18","first-partial","partial","easy",2,2,"partial-nonreversed",9,3,4,1,0.680425,0.72995
"6047bf2d4d6168063087fe8e","P18","first-partial","partial","easy",2,2,"partial-nonreversed",10,4,4,0.25,0.650075,0.50245
"6047bf2d4d6168063087fe8e","P18","first-partial","partial","easy",2,2,"partial-nonreversed",11,5,4,1,0.5427,0.50335
"6047bf2d4d6168063087fe8e","P18","first-partial","partial","easy",2,2,"partial-nonreversed",12,6,4,0.75,0.326175,0.32885
"6047bf2d4d6168063087fe8e","P18","first-partial","total","easy",2,1,"total-reversed",1,1,8,0.375,0.6889,0.6455
"6047bf2d4d6168063087fe8e","P18","first-partial","total","easy",2,1,"total-reversed",2,2,8,0.625,0.53375,0.4307
"6047bf2d4d6168063087fe8e","P18","first-partial","total","easy",2,1,"total-reversed",3,3,8,0.875,0.395425,0.38575
"6047bf2d4d6168063087fe8e","P18","first-partial","total","easy",2,1,"total-reversed",4,4,8,0.5,0.4572625,0.44345
"6047bf2d4d6168063087fe8e","P18","first-partial","total","easy",2,1,"total-reversed",5,5,8,0.25,0.42445,0.3869
"6047bf2d4d6168063087fe8e","P18","first-partial","total","easy",2,1,"total-reversed",6,6,8,0.5,1.2223625,1.2164
"6047bf2d4d6168063087fe8e","P18","first-partial","total","easy",2,2,"total-reversed",7,1,7,0.428571428571429,0.860157142857143,0.8498
"6047bf2d4d6168063087fe8e","P18","first-partial","total","easy",2,2,"total-reversed",8,2,8,0.625,0.576825,0.5614
"6047bf2d4d6168063087fe8e","P18","first-partial","total","easy",2,2,"total-reversed",9,3,8,0.25,0.423875,0.36115
"6047bf2d4d6168063087fe8e","P18","first-partial","total","easy",2,2,"total-reversed",10,4,8,0.625,0.471075,0.37025
"6047bf2d4d6168063087fe8e","P18","first-partial","total","easy",2,2,"total-reversed",11,5,7,0.428571428571429,0.499742857142857,0.4525
"6047bf2d4d6168063087fe8e","P18","first-partial","total","easy",2,2,"total-reversed",12,6,8,0.75,0.49285,0.50615
"60723c224e9193e5d5fe5712","P19","first-partial","partial","easy",3,1,"partial-reversed",1,1,4,0,0.8161,0.81125
"60723c224e9193e5d5fe5712","P19","first-partial","partial","easy",3,1,"partial-reversed",2,2,4,0.5,1.0149,1.02445
"60723c224e9193e5d5fe5712","P19","first-partial","partial","easy",3,1,"partial-reversed",3,3,4,0.75,0.915975,0.98825
"60723c224e9193e5d5fe5712","P19","first-partial","partial","easy",3,1,"partial-reversed",4,4,4,0.75,0.665275,0.61165
"60723c224e9193e5d5fe5712","P19","first-partial","partial","easy",3,1,"partial-reversed",5,5,4,1,0.55045,0.5321
"60723c224e9193e5d5fe5712","P19","first-partial","partial","easy",3,1,"partial-reversed",6,6,4,1,0.583575,0.606
"60723c224e9193e5d5fe5712","P19","first-partial","partial","easy",3,1,"partial-nonreversed",1,1,4,0.75,1.1808,0.93845
"60723c224e9193e5d5fe5712","P19","first-partial","partial","easy",3,1,"partial-nonreversed",2,2,4,1,0.645575,0.59835
"60723c224e9193e5d5fe5712","P19","first-partial","partial","easy",3,1,"partial-nonreversed",3,3,4,1,0.635675,0.62475
"60723c224e9193e5d5fe5712","P19","first-partial","partial","easy",3,1,"partial-nonreversed",4,4,4,0.75,0.7976,0.65165
"60723c224e9193e5d5fe5712","P19","first-partial","partial","easy",3,1,"partial-nonreversed",5,5,4,0.75,0.58625,0.6322
"60723c224e9193e5d5fe5712","P19","first-partial","partial","easy",3,1,"partial-nonreversed",6,6,4,1,0.62965,0.605
"60723c224e9193e5d5fe5712","P19","first-partial","partial","easy",3,2,"partial-reversed",7,1,4,0.25,1.120175,1.03125
"60723c224e9193e5d5fe5712","P19","first-partial","partial","easy",3,2,"partial-reversed",8,2,4,1,0.998275,1.0532
"60723c224e9193e5d5fe5712","P19","first-partial","partial","easy",3,2,"partial-reversed",9,3,4,1,0.771375,0.64945
"60723c224e9193e5d5fe5712","P19","first-partial","partial","easy",3,2,"partial-reversed",10,4,4,1,0.5641,0.55525
"60723c224e9193e5d5fe5712","P19","first-partial","partial","easy",3,2,"partial-reversed",11,5,4,0.75,0.631975,0.63335
"60723c224e9193e5d5fe5712","P19","first-partial","partial","easy",3,2,"partial-reversed",12,6,4,0.75,0.69745,0.67575
"60723c224e9193e5d5fe5712","P19","first-partial","partial","easy",3,2,"partial-nonreversed",7,1,4,0.75,0.821925,0.8328
"60723c224e9193e5d5fe5712","P19","first-partial","partial","easy",3,2,"partial-nonreversed",8,2,4,0.75,0.742925,0.70385
"60723c224e9193e5d5fe5712","P19","first-partial","partial","easy",3,2,"partial-nonreversed",9,3,4,1,0.525425,0.52545
"60723c224e9193e5d5fe5712","P19","first-partial","partial","easy",3,2,"partial-nonreversed",10,4,4,0.75,0.624975,0.62405
"60723c224e9193e5d5fe5712","P19","first-partial","partial","easy",3,2,"partial-nonreversed",11,5,4,1,0.55625,0.5514
"60723c224e9193e5d5fe5712","P19","first-partial","partial","easy",3,2,"partial-nonreversed",12,6,4,1,0.62425,0.60955
"60723c224e9193e5d5fe5712","P19","first-partial","total","easy",3,1,"total-reversed",1,1,8,0.75,0.762325,0.7164
"60723c224e9193e5d5fe5712","P19","first-partial","total","easy",3,1,"total-reversed",2,2,8,0.875,0.9523,0.9368
"60723c224e9193e5d5fe5712","P19","first-partial","total","easy",3,1,"total-reversed",3,3,8,1,0.7240625,0.7438
"60723c224e9193e5d5fe5712","P19","first-partial","total","easy",3,1,"total-reversed",4,4,8,1,0.6329875,0.6098
"60723c224e9193e5d5fe5712","P19","first-partial","total","easy",3,1,"total-reversed",5,5,8,1,0.6174125,0.5948
"60723c224e9193e5d5fe5712","P19","first-partial","total","easy",3,1,"total-reversed",6,6,8,1,0.5772625,0.5997
"60723c224e9193e5d5fe5712","P19","first-partial","total","easy",3,2,"total-reversed",7,1,8,0.75,0.6982375,0.748
"60723c224e9193e5d5fe5712","P19","first-partial","total","easy",3,2,"total-reversed",8,2,8,0.875,0.735875,0.6967
"60723c224e9193e5d5fe5712","P19","first-partial","total","easy",3,2,"total-reversed",9,3,8,0.875,0.7906625,0.6743
"60723c224e9193e5d5fe5712","P19","first-partial","total","easy",3,2,"total-reversed",10,4,8,1,0.5635375,0.5721
"60723c224e9193e5d5fe5712","P19","first-partial","total","easy",3,2,"total-reversed",11,5,8,0.875,0.5523375,0.55075
"60723c224e9193e5d5fe5712","P19","first-partial","total","easy",3,2,"total-reversed",12,6,8,1,0.5327,0.5382
"60d2c59451b12e36fb281477","P20","first-partial","partial","easy",5,1,"partial-reversed",1,1,4,0,0.86775,0.86475
"60d2c59451b12e36fb281477","P20","first-partial","partial","easy",5,1,"partial-reversed",2,2,4,0.5,0.84915,0.7585
"60d2c59451b12e36fb281477","P20","first-partial","partial","easy",5,1,"partial-reversed",3,3,4,0.5,0.936125,0.8855
"60d2c59451b12e36fb281477","P20","first-partial","partial","easy",5,1,"partial-reversed",4,4,4,1,0.694825,0.70535
"60d2c59451b12e36fb281477","P20","first-partial","partial","easy",5,1,"partial-reversed",5,5,4,1,0.5419,0.55935
"60d2c59451b12e36fb281477","P20","first-partial","partial","easy",5,1,"partial-reversed",6,6,4,1,0.482025,0.4632
"60d2c59451b12e36fb281477","P20","first-partial","partial","easy",5,1,"partial-nonreversed",1,1,4,1,0.804225,0.7599
"60d2c59451b12e36fb281477","P20","first-partial","partial","easy",5,1,"partial-nonreversed",2,2,4,0.5,0.725475,0.76155
"60d2c59451b12e36fb281477","P20","first-partial","partial","easy",5,1,"partial-nonreversed",3,3,4,0.5,0.826375,0.798
"60d2c59451b12e36fb281477","P20","first-partial","partial","easy",5,1,"partial-nonreversed",4,4,4,1,0.65895,0.52055
