"participant","task","phase","Exemplars","r_correct","response.keys","response.corr","response.rt","condition","difficulty","set","first","subjectId","goodSubject","blocksPhase","blocks","condition2","goodTrials"
"652be58c7d5885fc2d4abe9e","partial",1,6,"right","left",0,1.3294,"reversed","hard",3,"first-total","P29",TRUE,8,8,"partial-reversed",TRUE
"652be58c7d5885fc2d4abe9e","partial",1,3,"left","right",0,0.8737,"reversed","hard",3,"first-total","P29",TRUE,8,8,"partial-reversed",TRUE
"652be58c7d5885fc2d4abe9e","partial",1,4,"left","left",1,0.6761,"reversed","hard",3,"first-total","P29",TRUE,8,8,"partial-reversed",TRUE
"652be58c7d5885fc2d4abe9e","partial",1,1,"left","right",0,1.0606,"nonreversed","hard",3,"first-total","P29",TRUE,8,8,"partial-nonreversed",TRUE
"652be58c7d5885fc2d4abe9e","partial",1,3,"left","right",0,0.9731,"reversed","hard",3,"first-total","P29",TRUE,8,8,"partial-reversed",TRUE
"652be58c7d5885fc2d4abe9e","partial",1,5,"right","right",1,1.2269,"reversed","hard",3,"first-total","P29",TRUE,8,8,"partial-reversed",TRUE
"652be58c7d5885fc2d4abe9e","partial",1,8,"right","left",0,0.9547,"nonreversed","hard",3,"first-total","P29",TRUE,8,8,"partial-nonreversed",TRUE
"652be58c7d5885fc2d4abe9e","partial",1,6,"right","right",1,1.1773,"reversed","hard",3,"first-total","P29",TRUE,8,8,"partial-reversed",TRUE
"652be58c7d5885fc2d4abe9e","partial",2,8,"right","right",1,0.8575,"nonreversed","hard",3,"first-total","P29",TRUE,1,9,"partial-nonreversed",TRUE
"652be58c7d5885fc2d4abe9e","partial",2,8,"right","right",1,0.4732,"nonreversed","hard",3,"first-total","P29",TRUE,1,9,"partial-nonreversed",TRUE
"652be58c7d5885fc2d4abe9e","partial",2,4,"right","left",0,0.7924,"reversed","hard",3,"first-total","P29",TRUE,1,9,"partial-reversed",TRUE
"652be58c7d5885fc2d4abe9e","partial",2,5,"left","right",0,1.2072,"reversed","hard",3,"first-total","P29",TRUE,1,9,"partial-reversed",TRUE
"652be58c7d5885fc2d4abe9e","partial",2,2,"left","left",1,0.8913,"nonreversed","hard",3,"first-total","P29",TRUE,1,9,"partial-nonreversed",TRUE
"652be58c7d5885fc2d4abe9e","partial",2,1,"left","right",0,0.9426,"nonreversed","hard",3,"first-total","P29",TRUE,1,9,"partial-nonreversed",TRUE
"652be58c7d5885fc2d4abe9e","partial",2,3,"right","left",0,0.8634,"reversed","hard",3,"first-total","P29",TRUE,1,9,"partial-reversed",TRUE
"652be58c7d5885fc2d4abe9e","partial",2,3,"right","right",1,1.0926,"reversed","hard",3,"first-total","P29",TRUE,1,9,"partial-reversed",TRUE
"652be58c7d5885fc2d4abe9e","partial",2,6,"left","right",0,0.9272,"reversed","hard",3,"first-total","P29",TRUE,1,9,"partial-reversed",TRUE
"652be58c7d5885fc2d4abe9e","partial",2,2,"left","left",1,0.725,"nonreversed","hard",3,"first-total","P29",TRUE,1,9,"partial-nonreversed",TRUE
"652be58c7d5885fc2d4abe9e","partial",2,7,"right","right",1,1.0401,"nonreversed","hard",3,"first-total","P29",TRUE,1,9,"partial-nonreversed",TRUE
"652be58c7d5885fc2d4abe9e","partial",2,1,"left","right",0,0.8751,"nonreversed","hard",3,"first-total","P29",TRUE,1,9,"partial-nonreversed",TRUE
"652be58c7d5885fc2d4abe9e","partial",2,5,"left","right",0,0.9416,"reversed","hard",3,"first-total","P29",TRUE,1,9,"partial-reversed",TRUE
"652be58c7d5885fc2d4abe9e","partial",2,7,"right","right",1,0.8794,"nonreversed","hard",3,"first-total","P29",TRUE,1,9,"partial-nonreversed",TRUE
"652be58c7d5885fc2d4abe9e","partial",2,4,"right","left",0,0.6249,"reversed","hard",3,"first-total","P29",TRUE,1,9,"partial-reversed",TRUE
"652be58c7d5885fc2d4abe9e","partial",2,6,"left","right",0,1.0898,"reversed","hard",3,"first-total","P29",TRUE,1,9,"partial-reversed",TRUE
"652be58c7d5885fc2d4abe9e","partial",2,7,"right","right",1,0.9119,"nonreversed","hard",3,"first-total","P29",TRUE,2,10,"partial-nonreversed",TRUE
"652be58c7d5885fc2d4abe9e","partial",2,2,"left","left",1,0.6745,"nonreversed","hard",3,"first-total","P29",TRUE,2,10,"partial-nonreversed",TRUE
"652be58c7d5885fc2d4abe9e","partial",2,8,"right","right",1,0.9419,"nonreversed","hard",3,"first-total","P29",TRUE,2,10,"partial-nonreversed",TRUE
"652be58c7d5885fc2d4abe9e","partial",2,6,"left","right",0,0.9088,"reversed","hard",3,"first-total","P29",TRUE,2,10,"partial-reversed",TRUE
"652be58c7d5885fc2d4abe9e","partial",2,6,"left","left",1,0.8925,"reversed","hard",3,"first-total","P29",TRUE,2,10,"partial-reversed",TRUE
"652be58c7d5885fc2d4abe9e","partial",2,3,"right","right",1,0.8898,"reversed","hard",3,"first-total","P29",TRUE,2,10,"partial-reversed",TRUE
"652be58c7d5885fc2d4abe9e","partial",2,1,"left","right",0,1.0284,"nonreversed","hard",3,"first-total","P29",TRUE,2,10,"partial-nonreversed",TRUE
"652be58c7d5885fc2d4abe9e","partial",2,5,"left","right",0,0.9926,"reversed","hard",3,"first-total","P29",TRUE,2,10,"partial-reversed",TRUE
"652be58c7d5885fc2d4abe9e","partial",2,2,"left","left",1,0.6229,"nonreversed","hard",3,"first-total","P29",TRUE,2,10,"partial-nonreversed",TRUE
"652be58c7d5885fc2d4abe9e","partial",2,4,"right","left",0,0.5621,"reversed","hard",3,"first-total","P29",TRUE,2,10,"partial-reversed",TRUE
"652be58c7d5885fc2d4abe9e","partial",2,1,"left","left",1,1.1405,"nonreversed","hard",3,"first-total","P29",TRUE,2,10,"partial-nonreversed",TRUE
"652be58c7d5885fc2d4abe9e","partial",2,4,"right","right",1,0.5766,"reversed","hard",3,"first-total","P29",TRUE,2,10,"partial-reversed",TRUE
"652be58c7d5885fc2d4abe9e","partial",2,5,"left","left",1,1.5106,"reversed","hard",3,"first-total","P29",TRUE,2,10,"partial-reversed",TRUE
"652be58c7d5885fc2d4abe9e","partial",2,8,"right","left",0,1.04,"nonreversed","hard",3,"first-total","P29",TRUE,2,10,"partial-nonreversed",TRUE
"652be58c7d5885fc2d4abe9e","partial",2,7,"right","right",1,1.024,"nonreversed","hard",3,"first-total","P29",TRUE,2,10,"partial-nonreversed",TRUE
"652be58c7d5885fc2d4abe9e","partial",2,3,"right","left",0,0.8589,"reversed","hard",3,"first-total","P29",TRUE,2,10,"partial-reversed",TRUE
"652be58c7d5885fc2d4abe9e","partial",2,4,"right","right",1,0.8071,"reversed","hard",3,"first-total","P29",TRUE,3,11,"partial-reversed",TRUE
"652be58c7d5885fc2d4abe9e","partial",2,6,"left","right",0,1.0898,"reversed","hard",3,"first-total","P29",TRUE,3,11,"partial-reversed",TRUE
"652be58c7d5885fc2d4abe9e","partial",2,3,"right","right",1,0.9408,"reversed","hard",3,"first-total","P29",TRUE,3,11,"partial-reversed",TRUE
"652be58c7d5885fc2d4abe9e","partial",2,5,"left","right",0,1.2602,"reversed","hard",3,"first-total","P29",TRUE,3,11,"partial-reversed",TRUE
"652be58c7d5885fc2d4abe9e","partial",2,1,"left","left",1,1.1217,"nonreversed","hard",3,"first-total","P29",TRUE,3,11,"partial-nonreversed",TRUE
"652be58c7d5885fc2d4abe9e","partial",2,2,"left","left",1,0.5457,"nonreversed","hard",3,"first-total","P29",TRUE,3,11,"partial-nonreversed",TRUE
"652be58c7d5885fc2d4abe9e","partial",2,1,"left","left",1,0.9249,"nonreversed","hard",3,"first-total","P29",TRUE,3,11,"partial-nonreversed",TRUE
"652be58c7d5885fc2d4abe9e","partial",2,5,"left","left",1,0.8637,"reversed","hard",3,"first-total","P29",TRUE,3,11,"partial-reversed",TRUE
"652be58c7d5885fc2d4abe9e","partial",2,3,"right","left",0,0.8567,"reversed","hard",3,"first-total","P29",TRUE,3,11,"partial-reversed",TRUE
"652be58c7d5885fc2d4abe9e","partial",2,7,"right","right",1,0.8933,"nonreversed","hard",3,"first-total","P29",TRUE,3,11,"partial-nonreversed",TRUE
"652be58c7d5885fc2d4abe9e","partial",2,8,"right","right",1,0.7618,"nonreversed","hard",3,"first-total","P29",TRUE,3,11,"partial-nonreversed",TRUE
"652be58c7d5885fc2d4abe9e","partial",2,4,"right","right",1,0.6438,"reversed","hard",3,"first-total","P29",TRUE,3,11,"partial-reversed",TRUE
"652be58c7d5885fc2d4abe9e","partial",2,6,"left","left",1,0.941,"reversed","hard",3,"first-total","P29",TRUE,3,11,"partial-reversed",TRUE
"652be58c7d5885fc2d4abe9e","partial",2,2,"left","left",1,0.9078,"nonreversed","hard",3,"first-total","P29",TRUE,3,11,"partial-nonreversed",TRUE
"652be58c7d5885fc2d4abe9e","partial",2,7,"right","right",1,0.7836,"nonreversed","hard",3,"first-total","P29",TRUE,3,11,"partial-nonreversed",TRUE
"652be58c7d5885fc2d4abe9e","partial",2,8,"right","right",1,0.89,"nonreversed","hard",3,"first-total","P29",TRUE,3,11,"partial-nonreversed",TRUE
"652be58c7d5885fc2d4abe9e","partial",2,5,"left","right",0,1.0261,"reversed","hard",3,"first-total","P29",TRUE,4,12,"partial-reversed",TRUE
"652be58c7d5885fc2d4abe9e","partial",2,5,"left","left",1,0.5913,"reversed","hard",3,"first-total","P29",TRUE,4,12,"partial-reversed",TRUE
"652be58c7d5885fc2d4abe9e","partial",2,7,"right","right",1,0.7745,"nonreversed","hard",3,"first-total","P29",TRUE,4,12,"partial-nonreversed",TRUE
"652be58c7d5885fc2d4abe9e","partial",2,2,"left","left",1,0.8572,"nonreversed","hard",3,"first-total","P29",TRUE,4,12,"partial-nonreversed",TRUE
"652be58c7d5885fc2d4abe9e","partial",2,3,"right","right",1,0.9241,"reversed","hard",3,"first-total","P29",TRUE,4,12,"partial-reversed",TRUE
"652be58c7d5885fc2d4abe9e","partial",2,6,"left","left",1,0.8797,"reversed","hard",3,"first-total","P29",TRUE,4,12,"partial-reversed",TRUE
"652be58c7d5885fc2d4abe9e","partial",2,3,"right","right",1,0.7599,"reversed","hard",3,"first-total","P29",TRUE,4,12,"partial-reversed",TRUE
"652be58c7d5885fc2d4abe9e","partial",2,1,"left","left",1,0.9441,"nonreversed","hard",3,"first-total","P29",TRUE,4,12,"partial-nonreversed",TRUE
"652be58c7d5885fc2d4abe9e","partial",2,4,"right","right",1,0.7092,"reversed","hard",3,"first-total","P29",TRUE,4,12,"partial-reversed",TRUE
"652be58c7d5885fc2d4abe9e","partial",2,8,"right","right",1,0.8992,"nonreversed","hard",3,"first-total","P29",TRUE,4,12,"partial-nonreversed",TRUE
"652be58c7d5885fc2d4abe9e","partial",2,4,"right","right",1,0.6962,"reversed","hard",3,"first-total","P29",TRUE,4,12,"partial-reversed",TRUE
"652be58c7d5885fc2d4abe9e","partial",2,8,"right","left",0,0.758,"nonreversed","hard",3,"first-total","P29",TRUE,4,12,"partial-nonreversed",TRUE
"652be58c7d5885fc2d4abe9e","partial",2,7,"right","right",1,0.6739,"nonreversed","hard",3,"first-total","P29",TRUE,4,12,"partial-nonreversed",TRUE
"652be58c7d5885fc2d4abe9e","partial",2,1,"left","left",1,0.7256,"nonreversed","hard",3,"first-total","P29",TRUE,4,12,"partial-nonreversed",TRUE
"652be58c7d5885fc2d4abe9e","partial",2,6,"left","left",1,0.8411,"reversed","hard",3,"first-total","P29",TRUE,4,12,"partial-reversed",TRUE
"652be58c7d5885fc2d4abe9e","partial",2,2,"left","left",1,0.8592,"nonreversed","hard",3,"first-total","P29",TRUE,4,12,"partial-nonreversed",TRUE
"6570824312e21ad0a49858f4","total",1,2,"left","left",1,3.79,"reversed","hard",1,"first-total","P30",TRUE,1,1,"total-reversed",TRUE
"6570824312e21ad0a49858f4","total",1,3,"left","right",0,0.998,"reversed","hard",1,"first-total","P30",TRUE,1,1,"total-reversed",TRUE
"6570824312e21ad0a49858f4","total",1,4,"left","right",0,1.0556,"reversed","hard",1,"first-total","P30",TRUE,1,1,"total-reversed",TRUE
"6570824312e21ad0a49858f4","total",1,5,"right","left",0,0.8961,"reversed","hard",1,"first-total","P30",TRUE,1,1,"total-reversed",TRUE
"6570824312e21ad0a49858f4","total",1,7,"right","right",1,0.9488,"reversed","hard",1,"first-total","P30",TRUE,1,1,"total-reversed",TRUE
"6570824312e21ad0a49858f4","total",1,3,"left","right",0,1.9898,"reversed","hard",1,"first-total","P30",TRUE,1,1,"total-reversed",TRUE
"6570824312e21ad0a49858f4","total",1,8,"right","right",1,1.8478,"reversed","hard",1,"first-total","P30",TRUE,1,1,"total-reversed",TRUE
"6570824312e21ad0a49858f4","total",1,1,"left","right",0,1.4058,"reversed","hard",1,"first-total","P30",TRUE,1,1,"total-reversed",TRUE
"6570824312e21ad0a49858f4","total",1,8,"right","left",0,1.1634,"reversed","hard",1,"first-total","P30",TRUE,1,1,"total-reversed",TRUE
"6570824312e21ad0a49858f4","total",1,1,"left","right",0,1.1256,"reversed","hard",1,"first-total","P30",TRUE,1,1,"total-reversed",TRUE
"6570824312e21ad0a49858f4","total",1,5,"right","left",0,1.0304,"reversed","hard",1,"first-total","P30",TRUE,1,1,"total-reversed",TRUE
"6570824312e21ad0a49858f4","total",1,7,"right","right",1,0.8778,"reversed","hard",1,"first-total","P30",TRUE,1,1,"total-reversed",TRUE
"6570824312e21ad0a49858f4","total",1,6,"right","right",1,1.1095,"reversed","hard",1,"first-total","P30",TRUE,1,1,"total-reversed",TRUE
"6570824312e21ad0a49858f4","total",1,4,"left","left",1,1.1159,"reversed","hard",1,"first-total","P30",TRUE,1,1,"total-reversed",TRUE
"6570824312e21ad0a49858f4","total",1,6,"right","right",1,1.012,"reversed","hard",1,"first-total","P30",TRUE,1,1,"total-reversed",TRUE
"6570824312e21ad0a49858f4","total",1,2,"left","left",1,0.958,"reversed","hard",1,"first-total","P30",TRUE,1,1,"total-reversed",TRUE
"6570824312e21ad0a49858f4","total",1,8,"right","left",0,0.958,"reversed","hard",1,"first-total","P30",TRUE,2,2,"total-reversed",TRUE
"6570824312e21ad0a49858f4","total",1,5,"right","right",1,0.9885,"reversed","hard",1,"first-total","P30",TRUE,2,2,"total-reversed",TRUE
"6570824312e21ad0a49858f4","total",1,7,"right","left",0,0.9467,"reversed","hard",1,"first-total","P30",TRUE,2,2,"total-reversed",TRUE
"6570824312e21ad0a49858f4","total",1,4,"left","right",0,1.396,"reversed","hard",1,"first-total","P30",TRUE,2,2,"total-reversed",TRUE
"6570824312e21ad0a49858f4","total",1,6,"right","right",1,1.194,"reversed","hard",1,"first-total","P30",TRUE,2,2,"total-reversed",TRUE
"6570824312e21ad0a49858f4","total",1,6,"right","left",0,2.03,"reversed","hard",1,"first-total","P30",TRUE,2,2,"total-reversed",TRUE
"6570824312e21ad0a49858f4","total",1,3,"left","right",0,0.8238,"reversed","hard",1,"first-total","P30",TRUE,2,2,"total-reversed",TRUE
"6570824312e21ad0a49858f4","total",1,1,"left","right",0,1.9957,"reversed","hard",1,"first-total","P30",TRUE,2,2,"total-reversed",TRUE
"6570824312e21ad0a49858f4","total",1,8,"right","right",1,0.6873,"reversed","hard",1,"first-total","P30",TRUE,2,2,"total-reversed",TRUE
"6570824312e21ad0a49858f4","total",1,2,"left","left",1,0.8963,"reversed","hard",1,"first-total","P30",TRUE,2,2,"total-reversed",TRUE
"6570824312e21ad0a49858f4","total",1,2,"left","left",1,0.8077,"reversed","hard",1,"first-total","P30",TRUE,2,2,"total-reversed",TRUE
"6570824312e21ad0a49858f4","total",1,7,"right","right",1,0.9715,"reversed","hard",1,"first-total","P30",TRUE,2,2,"total-reversed",TRUE
"6570824312e21ad0a49858f4","total",1,5,"right","left",0,0.9276,"reversed","hard",1,"first-total","P30",TRUE,2,2,"total-reversed",TRUE
"6570824312e21ad0a49858f4","total",1,3,"left","right",0,2.3892,"reversed","hard",1,"first-total","P30",TRUE,2,2,"total-reversed",TRUE
"6570824312e21ad0a49858f4","total",1,1,"left","right",0,1.1981,"reversed","hard",1,"first-total","P30",TRUE,2,2,"total-reversed",TRUE
"6570824312e21ad0a49858f4","total",1,4,"left","left",1,1.147,"reversed","hard",1,"first-total","P30",TRUE,2,2,"total-reversed",TRUE
"6570824312e21ad0a49858f4","total",1,4,"left","left",1,0.7187,"reversed","hard",1,"first-total","P30",TRUE,3,3,"total-reversed",TRUE
"6570824312e21ad0a49858f4","total",1,6,"right","right",1,0.8051,"reversed","hard",1,"first-total","P30",TRUE,3,3,"total-reversed",TRUE
"6570824312e21ad0a49858f4","total",1,4,"left","left",1,0.6622,"reversed","hard",1,"first-total","P30",TRUE,3,3,"total-reversed",TRUE
"6570824312e21ad0a49858f4","total",1,3,"left","right",0,0.74,"reversed","hard",1,"first-total","P30",TRUE,3,3,"total-reversed",TRUE
"6570824312e21ad0a49858f4","total",1,8,"right","right",1,2.5745,"reversed","hard",1,"first-total","P30",TRUE,3,3,"total-reversed",TRUE
"6570824312e21ad0a49858f4","total",1,5,"right","right",1,2.1799,"reversed","hard",1,"first-total","P30",TRUE,3,3,"total-reversed",TRUE
"6570824312e21ad0a49858f4","total",1,1,"left","right",0,1.0713,"reversed","hard",1,"first-total","P30",TRUE,3,3,"total-reversed",TRUE
"6570824312e21ad0a49858f4","total",1,6,"right","right",1,2.1062,"reversed","hard",1,"first-total","P30",TRUE,3,3,"total-reversed",TRUE
"6570824312e21ad0a49858f4","total",1,8,"right","right",1,1.2292,"reversed","hard",1,"first-total","P30",TRUE,3,3,"total-reversed",TRUE
"6570824312e21ad0a49858f4","total",1,7,"right","left",0,0.8321,"reversed","hard",1,"first-total","P30",TRUE,3,3,"total-reversed",TRUE
"6570824312e21ad0a49858f4","total",1,2,"left","left",1,0.9479,"reversed","hard",1,"first-total","P30",TRUE,3,3,"total-reversed",TRUE
"6570824312e21ad0a49858f4","total",1,2,"left","left",1,0.8149,"reversed","hard",1,"first-total","P30",TRUE,3,3,"total-reversed",TRUE
"6570824312e21ad0a49858f4","total",1,5,"right","right",1,3.6504,"reversed","hard",1,"first-total","P30",TRUE,3,3,"total-reversed",TRUE
"6570824312e21ad0a49858f4","total",1,7,"right","right",1,2.0385,"reversed","hard",1,"first-total","P30",TRUE,3,3,"total-reversed",TRUE
"6570824312e21ad0a49858f4","total",1,1,"left","right",0,0.7781,"reversed","hard",1,"first-total","P30",TRUE,3,3,"total-reversed",TRUE
"6570824312e21ad0a49858f4","total",1,3,"left","right",0,0.9359,"reversed","hard",1,"first-total","P30",TRUE,3,3,"total-reversed",TRUE
"6570824312e21ad0a49858f4","total",1,3,"left","right",0,2.0691,"reversed","hard",1,"first-total","P30",TRUE,4,4,"total-reversed",TRUE
"6570824312e21ad0a49858f4","total",1,8,"right","right",1,0.9338,"reversed","hard",1,"first-total","P30",TRUE,4,4,"total-reversed",TRUE
"6570824312e21ad0a49858f4","total",1,3,"left","right",0,2.3467,"reversed","hard",1,"first-total","P30",TRUE,4,4,"total-reversed",TRUE
"6570824312e21ad0a49858f4","total",1,5,"right","right",1,1.6078,"reversed","hard",1,"first-total","P30",TRUE,4,4,"total-reversed",TRUE
"6570824312e21ad0a49858f4","total",1,1,"left","left",1,2.0241,"reversed","hard",1,"first-total","P30",TRUE,4,4,"total-reversed",TRUE
"6570824312e21ad0a49858f4","total",1,6,"right","right",1,1.8751,"reversed","hard",1,"first-total","P30",TRUE,4,4,"total-reversed",TRUE
"6570824312e21ad0a49858f4","total",1,1,"left","left",1,1.246,"reversed","hard",1,"first-total","P30",TRUE,4,4,"total-reversed",TRUE
"6570824312e21ad0a49858f4","total",1,6,"right","right",1,1.7784,"reversed","hard",1,"first-total","P30",TRUE,4,4,"total-reversed",TRUE
"6570824312e21ad0a49858f4","total",1,2,"left","left",1,0.9298,"reversed","hard",1,"first-total","P30",TRUE,4,4,"total-reversed",TRUE
"6570824312e21ad0a49858f4","total",1,8,"right","right",1,2.9235,"reversed","hard",1,"first-total","P30",TRUE,4,4,"total-reversed",TRUE
"6570824312e21ad0a49858f4","total",1,7,"right","right",1,2.1371,"reversed","hard",1,"first-total","P30",TRUE,4,4,"total-reversed",TRUE
"6570824312e21ad0a49858f4","total",1,7,"right","right",1,0.9692,"reversed","hard",1,"first-total","P30",TRUE,4,4,"total-reversed",TRUE
"6570824312e21ad0a49858f4","total",1,5,"right","right",1,2.9861,"reversed","hard",1,"first-total","P30",TRUE,4,4,"total-reversed",TRUE
"6570824312e21ad0a49858f4","total",1,2,"left","left",1,0.7943,"reversed","hard",1,"first-total","P30",TRUE,4,4,"total-reversed",TRUE
"6570824312e21ad0a49858f4","total",1,4,"left","left",1,1.1889,"reversed","hard",1,"first-total","P30",TRUE,4,4,"total-reversed",TRUE
"6570824312e21ad0a49858f4","total",1,4,"left","left",1,0.7411,"reversed","hard",1,"first-total","P30",TRUE,4,4,"total-reversed",TRUE
"6570824312e21ad0a49858f4","total",1,7,"right","right",1,0.9058,"reversed","hard",1,"first-total","P30",TRUE,5,5,"total-reversed",TRUE
"6570824312e21ad0a49858f4","total",1,5,"right","right",1,2.4422,"reversed","hard",1,"first-total","P30",TRUE,5,5,"total-reversed",TRUE
"6570824312e21ad0a49858f4","total",1,3,"left","left",1,3.081,"reversed","hard",1,"first-total","P30",TRUE,5,5,"total-reversed",TRUE
"6570824312e21ad0a49858f4","total",1,4,"left","left",1,0.8425,"reversed","hard",1,"first-total","P30",TRUE,5,5,"total-reversed",TRUE
"6570824312e21ad0a49858f4","total",1,8,"right","left",0,3.3944,"reversed","hard",1,"first-total","P30",TRUE,5,5,"total-reversed",TRUE
"6570824312e21ad0a49858f4","total",1,2,"left","left",1,0.8129,"reversed","hard",1,"first-total","P30",TRUE,5,5,"total-reversed",TRUE
"6570824312e21ad0a49858f4","total",1,7,"right","right",1,0.7395,"reversed","hard",1,"first-total","P30",TRUE,5,5,"total-reversed",TRUE
"6570824312e21ad0a49858f4","total",1,5,"right","left",0,1.222,"reversed","hard",1,"first-total","P30",TRUE,5,5,"total-reversed",TRUE
"6570824312e21ad0a49858f4","total",1,1,"left","left",1,1.6569,"reversed","hard",1,"first-total","P30",TRUE,5,5,"total-reversed",TRUE
"6570824312e21ad0a49858f4","total",1,1,"left","left",1,0.7925,"reversed","hard",1,"first-total","P30",TRUE,5,5,"total-reversed",TRUE
"6570824312e21ad0a49858f4","total",1,8,"right","left",0,1.0574,"reversed","hard",1,"first-total","P30",TRUE,5,5,"total-reversed",TRUE
"6570824312e21ad0a49858f4","total",1,3,"left","left",1,1.1316,"reversed","hard",1,"first-total","P30",TRUE,5,5,"total-reversed",TRUE
"6570824312e21ad0a49858f4","total",1,2,"left","right",0,0.855,"reversed","hard",1,"first-total","P30",TRUE,5,5,"total-reversed",TRUE
"6570824312e21ad0a49858f4","total",1,4,"left","left",1,0.6563,"reversed","hard",1,"first-total","P30",TRUE,5,5,"total-reversed",TRUE
"6570824312e21ad0a49858f4","total",1,6,"right","right",1,1.9766,"reversed","hard",1,"first-total","P30",TRUE,5,5,"total-reversed",TRUE
"6570824312e21ad0a49858f4","total",1,6,"right","right",1,0.701,"reversed","hard",1,"first-total","P30",TRUE,5,5,"total-reversed",TRUE
"6570824312e21ad0a49858f4","total",1,6,"right","right",1,0.6222,"reversed","hard",1,"first-total","P30",TRUE,6,6,"total-reversed",TRUE
"6570824312e21ad0a49858f4","total",1,5,"right","left",0,1.3248,"reversed","hard",1,"first-total","P30",TRUE,6,6,"total-reversed",TRUE
"6570824312e21ad0a49858f4","total",1,2,"left","left",1,0.7665,"reversed","hard",1,"first-total","P30",TRUE,6,6,"total-reversed",TRUE
"6570824312e21ad0a49858f4","total",1,3,"left","left",1,1.9015,"reversed","hard",1,"first-total","P30",TRUE,6,6,"total-reversed",TRUE
"6570824312e21ad0a49858f4","total",1,7,"right","right",1,4.0055,"reversed","hard",1,"first-total","P30",TRUE,6,6,"total-reversed",TRUE
"6570824312e21ad0a49858f4","total",1,1,"left","left",1,0.9563,"reversed","hard",1,"first-total","P30",TRUE,6,6,"total-reversed",TRUE
"6570824312e21ad0a49858f4","total",1,1,"left","left",1,0.4248,"reversed","hard",1,"first-total","P30",TRUE,6,6,"total-reversed",TRUE
"6570824312e21ad0a49858f4","total",1,4,"left","left",1,0.5209,"reversed","hard",1,"first-total","P30",TRUE,6,6,"total-reversed",TRUE
"6570824312e21ad0a49858f4","total",1,4,"left","left",1,0.4374,"reversed","hard",1,"first-total","P30",TRUE,6,6,"total-reversed",TRUE
"6570824312e21ad0a49858f4","total",1,3,"left","left",1,1.2173,"reversed","hard",1,"first-total","P30",TRUE,6,6,"total-reversed",TRUE
"6570824312e21ad0a49858f4","total",1,8,"right","left",0,0.919,"reversed","hard",1,"first-total","P30",TRUE,6,6,"total-reversed",TRUE
"6570824312e21ad0a49858f4","total",1,8,"right","right",1,0.8543,"reversed","hard",1,"first-total","P30",TRUE,6,6,"total-reversed",TRUE
"6570824312e21ad0a49858f4","total",1,5,"right","right",1,1.5296,"reversed","hard",1,"first-total","P30",TRUE,6,6,"total-reversed",TRUE
"6570824312e21ad0a49858f4","total",1,2,"left","left",1,0.7311,"reversed","hard",1,"first-total","P30",TRUE,6,6,"total-reversed",TRUE
"6570824312e21ad0a49858f4","total",1,6,"right","right",1,1.6319,"reversed","hard",1,"first-total","P30",TRUE,6,6,"total-reversed",TRUE
"6570824312e21ad0a49858f4","total",1,7,"right","right",1,2.9707,"reversed","hard",1,"first-total","P30",TRUE,6,6,"total-reversed",TRUE
"6570824312e21ad0a49858f4","total",1,8,"right","left",0,0.8242,"reversed","hard",1,"first-total","P30",TRUE,7,7,"total-reversed",TRUE
"6570824312e21ad0a49858f4","total",1,3,"left","left",1,0.8556,"reversed","hard",1,"first-total","P30",TRUE,7,7,"total-reversed",TRUE
"6570824312e21ad0a49858f4","total",1,8,"right","left",0,0.7244,"reversed","hard",1,"first-total","P30",TRUE,7,7,"total-reversed",TRUE
"6570824312e21ad0a49858f4","total",1,2,"left","left",1,0.73,"reversed","hard",1,"first-total","P30",TRUE,7,7,"total-reversed",TRUE
"6570824312e21ad0a49858f4","total",1,1,"left","left",1,0.8239,"reversed","hard",1,"first-total","P30",TRUE,7,7,"total-reversed",TRUE
"6570824312e21ad0a49858f4","total",1,2,"left","left",1,0.7268,"reversed","hard",1,"first-total","P30",TRUE,7,7,"total-reversed",TRUE
"6570824312e21ad0a49858f4","total",1,6,"right","left",0,0.838,"reversed","hard",1,"first-total","P30",TRUE,7,7,"total-reversed",TRUE
"6570824312e21ad0a49858f4","total",1,7,"right","right",1,1.1235,"reversed","hard",1,"first-total","P30",TRUE,7,7,"total-reversed",TRUE
"6570824312e21ad0a49858f4","total",1,6,"right","right",1,1.5386,"reversed","hard",1,"first-total","P30",TRUE,7,7,"total-reversed",TRUE
"6570824312e21ad0a49858f4","total",1,3,"left","right",0,2.0677,"reversed","hard",1,"first-total","P30",TRUE,7,7,"total-reversed",TRUE
"6570824312e21ad0a49858f4","total",1,4,"left","left",1,0.6934,"reversed","hard",1,"first-total","P30",TRUE,7,7,"total-reversed",TRUE
"6570824312e21ad0a49858f4","total",1,5,"right","right",1,1.8785,"reversed","hard",1,"first-total","P30",TRUE,7,7,"total-reversed",TRUE
"6570824312e21ad0a49858f4","total",1,5,"right","right",1,0.7559,"reversed","hard",1,"first-total","P30",TRUE,7,7,"total-reversed",TRUE
"6570824312e21ad0a49858f4","total",1,7,"right","right",1,0.8824,"reversed","hard",1,"first-total","P30",TRUE,7,7,"total-reversed",TRUE
"6570824312e21ad0a49858f4","total",1,1,"left","right",0,2.7228,"reversed","hard",1,"first-total","P30",TRUE,7,7,"total-reversed",TRUE
"6570824312e21ad0a49858f4","total",1,4,"left","left",1,0.6947,"reversed","hard",1,"first-total","P30",TRUE,7,7,"total-reversed",TRUE
